0,99;0,99;1;0,99;0,99;1
1;1;0,99;0,5;0,99;1
1;0,99;0,99;0,99;0,99;0,99
1;0,98;0,99;0,99;0,99;0,99
0,99;0,99;0,99;0,99;1;0,98
