IQR_y,IQR_x,IQR_z,AutoCor_z,AutoCor_x,AutoCor_y,PartAutoCor_y,PartAutoCor_z,PartAutoCor_x,mean_x,mean_y,mean_z,energy_y,energy_x,energy_z,entropy_x,entropy_y,entropy_z,median_y,median_z,median_x,variance_x,variance_y,variance_z,stdDev_y,stdDev_z,stdDev_x,ar_x2,ar_y1,ar_x1,ar_y3,ar_z3,ar_y2,ar_z2,ar_x3,ar_z1,enDetx,enAppry,wtSumApr_z,wtSumApr_y,enratiox,squaredwtSumApr_x,wtSumDet_y,squaredwtSumDet_x,enDetz,enDety,enApprz,wtSumDet_z,wtSumApr_x,wtSumDet_x,squaredwtSumApr_y,enratioy,squaredwtSumApr_z,squaredwtSumDet_y,enratioz,enApprx,squaredwtSumDet_z,user
-504.66666666666663,-244.66666666666663,-180.66666666666669,0.9234253980628088,0.8825813404427924,0.9226816552849143,0.8628957349835281,0.705019889239359,0.9158849097375946,329.70666666666665,898.08,-94.34666666666664,1353880.3377777783,1113228.462222222,593260.9600000001,3.8840848709738753,3.8820086871721946,3.6617713960312246,354.66666666666674,982.6666666666665,-49.33333333333334,79180.55619047619,26141.689614512477,15861.519092970519,281.39039818457945,161.68391884944054,125.94252297365858,1.3505309520150026,-0.11169379799306162,-0.259097141822714,1.2455772900990794,0.022448107807253592,-0.2724911488983949,1.6369981604424706,-1.059809316773012,0.37711250745506586,395.9797974644661,-397.86541554763113,-77.31034140972928,11656.890990120633,31751.92290240073,-3335.65838911734,156799.9999999996,158296.8888888892,5976.888888888901,135883107.5555556,1008184607.9999999,11126616.888888888,97.14721932316037,602.6352794186547,0.1612040028869129,71.48159048159029,1288.1084840442077,0.055493455222935285,35.961460852788875,218.16951615149577,0.1648326562168173,22
-390.66666666666674,-288.0000000000001,-736.6666666666665,0.9834359821455356,0.9902196879240308,0.9810973519013448,0.9478456193148397,0.9258920570307295,0.9607056451248618,398.5066666666668,570.9333333333334,-429.33333333333326,1247595.7511111116,1234954.1866666665,536212.4266666668,3.6458688891924997,3.7050562988355464,3.397633568098948,582.6666666666666,696.0,-250.66666666666666,136999.2301133787,104245.18820861678,160638.8390022676,370.1340704574205,322.87023431808757,400.7977532400445,2.3658390439710395,-2.016653851872273,0.6450335647231746,1.8241118199487691,-1.0746959447331625,0.24338735712214143,1.533713035270093,-0.3294797083313369,-0.21514727869382005,275.3002401419625,386.5517070486469,222.50293381336746,14089.338317402357,20185.541580271973,-15179.225569471222,75790.22222222222,149422.22222222295,49507.55555555578,198509454.22222227,407456088.8888887,230408888.88888896,48.15087399691374,764.0779483214466,0.0630182746442209,36.17439241599877,924.6305880969138,0.03912307561709953,58.279937466602604,824.6876957706811,0.0706691002733335,22
-507.33333333333326,-428.0,-232.0,0.9670560580909244,0.9749822452804079,0.9117018197327569,0.9123315965256024,0.9263452586617374,0.8876881247610352,-40.58666666666666,-302.29333333333335,-766.5599999999998,1363354.1866666672,911947.2533333335,599941.9911111112,3.7015869188172608,3.714138871509808,3.4187181725038913,-156.0,-312.0,-782.6666666666667,78173.25424036283,155562.59700680268,37356.90448979593,279.59480367196176,394.41424544101176,193.27934315336424,1.9969145419858672,-1.2054295451092052,0.17013362040432797,2.0579279578732756,-1.5304535087406101,0.45294403589410165,1.6295645481605034,-0.7058230740563112,0.06758320334528711,299.81327522309596,230.04540614602317,-115.0227030730129,-1434.9553612879008,-10687.68329537427,-27101.988709317993,89887.99999999988,52920.88888888875,13230.222222222492,2059096.88888889,114226574.22222222,734517792.0,48.885171575847025,392.5867717248422,0.12452067949479934,62.42278786184131,695.5347614925112,0.08974790523465938,61.73434124447179,1115.6329464080518,0.055335710049828485,22
-484.6666666666668,-949.3333333333334,-1198.0,0.990940560689599,0.9970677925477642,0.9898426517063936,0.9531347111262509,0.9501376907091782,0.9681261896754015,-464.74666666666667,212.10666666666668,-67.67999999999998,1048407.9111111115,1238107.6800000002,689288.6933333335,3.7130022650769736,3.7435117553546955,3.6870985717424283,-384.0,161.33333333333331,185.33333333333334,155723.47646258507,281383.24462585035,366398.08145124716,394.6181400576829,530.4556952525351,605.3082532489104,1.8591136746112131,-0.7925728433793366,-0.07549748601590611,1.4891846138477283,-0.27350873536914433,-0.21600796076273077,1.3643321251124785,-0.2050550126400429,-0.18479502365680567,237.58787847867936,-695.7930726875629,-379.0092347159891,-16431.2759766922,7499.103116743732,-2392.8493475352775,56447.99999999971,484128.00000000023,143647.99999999974,269986830.2222222,56236547.55555556,5725728.000000003,38.18458094862668,857.7522252958602,0.04451702930348664,42.09111809185191,799.8237139103425,0.052625494043016315,60.68175636511815,850.6580563827566,0.07133507513366119,22
-380.66666666666686,-195.33333333333326,-154.0,0.9886134964606701,0.967844829255661,0.9362049550720734,0.9811881282282282,0.9620884698830199,0.9144582262029213,-582.7733333333331,734.4533333333333,327.7333333333333,415331.0755555555,1387159.6977777777,1078603.4666666668,3.1943244174385583,3.9040083723381076,3.8236638221160995,-664.0,702.6666666666665,282.66666666666663,34547.28997732428,24097.985306122453,23113.795918367356,185.86901295623292,155.23525793492422,152.03222000078588,2.2903728091636713,-1.8009028614742206,0.5119428570233588,1.5935378985682787,-0.5450458903085298,-0.05194869631243493,1.5345786540762194,-0.7430730667899756,0.17164604377951914,58.45416057808819,43.36921591277496,224.3885518965308,-20604.14879473441,25966.84662325319,11587.123121043562,3416.8888888889196,1880.888888888893,50350.222222222095,424530947.55555546,674277123.5555556,134261422.2222223,20.912516188477507,864.0167076573874,0.02420383310084097,28.127961572467726,1060.794167907548,0.026515946659049862,37.551742081204885,508.63659150932335,0.07382823553801783,22
-137.33333333333337,-192.66666666666663,-278.0,0.9949712487119553,0.987386827911874,0.9672550977652518,0.954511089384604,0.9468277636337868,0.9405455799169187,-702.1866666666668,691.3600000000001,76.3733333333333,28641.08444444444,1106247.2,1821522.0088888889,3.5295686348773017,3.8890123129990384,3.8818043853494437,-733.3333333333333,668.0,-8.0,6329.306848072564,9974.36662131519,22780.73759637188,79.55694091700965,99.87175086737585,150.9328910356251,1.8880094718959963,-1.1790574604143291,0.28884998016459384,1.5897747175772858,-0.7263699477108156,0.13997874345448924,1.5218412354215847,-0.8662237583948229,0.30627623367050727,-82.96719565922194,-77.31034140973026,192.333044482741,-24826.047682938894,24443.267212056577,2700.2050950910298,6883.555555555617,5976.888888889052,36992.00000000003,616332643.5555556,597473312.0000001,7291107.555555557,6.661331198291617,999.2463649059615,0.006666355197517792,12.341798896433223,987.6004950271025,0.012496752440463823,26.9372934382387,235.77616503794442,0.11424943413556486,22
-86.66666666666663,-83.99999999999977,-23.33333333333333,0.8985461002694789,0.983447885423864,0.8161822751236032,0.7816566125580406,0.8323663155747417,0.6233144984597135,-617.1733333333333,770.1866666666667,-14.879999999999995,37571.99999999998,934986.8977777776,2042389.2088888884,3.5526978109905443,3.9045523829191167,3.90022199554212,-613.3333333333334,808.0,-17.333333333333336,3710.595192743764,8707.68326530612,528.5703401360544,60.91465499158445,93.31496806679044,22.990657670803035,2.6639238437974466,-2.060658061782224,0.3933773919074528,1.9920807263813733,-1.4534982304884956,0.4576360058736788,1.6625083176076019,-1.024469046015264,0.33173432715909096,-124.4507934888324,88.62404990871289,-73.53910524340094,-21820.37245837528,27230.210738973154,-526.0874452027911,15488.00000000001,7854.222222222033,5408.0,476128654.2222225,741484376.8888888,276767.9999999997,22.507677702409808,876.6823927613567,0.025673696527103246,13.861537512924796,1096.9274907668237,0.012636694430216786,11.319992147621933,36.751659070638496,0.3080130920311475,22
-1256.6666666666667,-155.33333333333326,-132.66666666666666,0.9924517677204621,0.886390693053908,0.802376089086066,0.9638755838029947,0.8848508181079701,0.7717284854400522,160.47999999999993,813.9200000000003,2.1333333333333324,1474794.968888889,1057554.5777777778,718242.0088888891,3.4818113371346198,3.839984449155083,3.248149991830801,500.0,782.6666666666667,12.0,338001.7603628119,36841.734965986376,21409.959183673473,581.3791881060174,191.94200938300708,146.32142421283862,2.2290225927456575,-1.7738161004768958,0.5371352989975027,1.335640554627808,-0.33502300811858854,-0.008890392116877477,1.3348950939836692,-0.6498531706201139,-0.014288563800025689,-397.8654155476304,-235.70226039551477,-41.483597829610744,5673.824812240859,28776.41756716773,75.42472332656507,158296.8888888886,55555.55555555505,1720.8888888888853,32192288.000000015,828082207.9999995,5688.88888888889,49.98702053755779,843.50009418428,0.05926142851933944,65.14421608162067,1180.2108135602066,0.05519710151198123,63.43528635984514,194.8039698431905,0.3256365176279931,22
-129.33333333333326,-63.333333333333144,-356.6666666666667,0.9362339159948995,0.8960299782172242,0.9664470774912017,0.8038524852108616,0.8266966390071383,0.9072218745907247,568.2133333333334,766.986666666667,-129.92000000000004,1735154.5777777783,1086086.7733333332,294498.93333333335,3.7638149390773217,3.887448808729576,2.548574266872915,624.0,757.3333333333333,-100.0,78181.540861678,3183.4238548752787,43082.60571428574,279.6096222623213,56.42183845706624,207.56349802960477,1.7791143422948865,-0.9756911422849929,0.1739397778287963,1.8540974784202975,-1.361031367198784,0.504245857653542,1.634960322932117,-0.5522135524812128,-0.12441722024910584,546.8292441175972,103.70899457402669,286.61394864094734,20089.375058030608,27117.073653983312,-4593.365650587813,299022.2222222227,10755.555555555497,82147.5555555556,403582990.22222227,735335683.5555558,21099008.000000007,82.31495071438184,890.0521632653523,0.09248328818435912,17.812854284975685,1087.4094475709996,0.01638100011432229,40.54385828266032,341.40374273806015,0.11875633804567672,22
-12.666666666666572,-42.00000000000023,-74.66666666666674,0.978689083721347,0.8802302474108376,0.9846661397190344,0.9422326989722898,0.8753205216164618,0.9423129989462522,-159.9466666666666,727.6266666666669,-430.87999999999994,540771.36,638991.1644444444,2262321.013333333,2.734696041689922,3.8423942000413,3.6684864648783533,-416.0,717.3333333333335,-560.0,230661.65696145134,1205.6990476190474,52932.23473922905,480.27248199480607,34.72317738368779,230.0700648481437,1.7466368081917458,-0.9266902258594045,0.14433271109957918,2.0186948494102133,-1.6515368918771447,0.6324897044449376,1.732155061502241,-0.8024064512602578,0.06825974268572566,243.24473272817232,-16.970562748476425,156.5063009026224,-5654.968631409216,25725.487508608185,-15233.90849388298,59167.999999999985,287.9999999999757,24494.222222222186,31978670.22222222,661800707.5555557,232071968.0,58.44199403397073,706.9987647325371,0.08266208789781941,11.739392374962776,1030.1002324477406,0.011396359310654114,23.836479978758998,688.8353584936759,0.034604030825136335,22
