0.99;0.87;0.91;0.97;0.98;0.95
0.93;0.94;0.95;0.98;0.99;0.87
0.89;0.97;0.88;0.99;0.95;0.99
0.91;0.77;0.96;0.93;0.98;0.95
0.98;0.93;0.96;0.99;0.97;0.80
