,Jogging,Running,Walking down-stairs,Walking up-stairs,Walking
0,"[30.06872852233677, 43.10491413024995]","[59.85037406483791, 43.15679077084425]","[41.37931034482759, 55.3722902921772]","[37.096774193548384, 57.901785714285715]","[55.438464433571696, 54.80434337225978]"
1,"[31.25, 42.09630763995236]","[59.03954802259888, 44.57523029682702]","[27.459016393442624, 59.907834101382484]","[33.12883435582822, 58.71853546910755]","[48.712241653418126, 56.15683504062169]"
2,"[32.839506172839506, 42.17838765008576]","[59.70873786407766, 42.51054852320675]","[35.07853403141361, 56.775133559980574]","[36.915887850467286, 57.702582368655385]","[53.80241648898365, 55.08076763771918]"
3,"[30.355594102341716, 42.701968771215206]","[58.47953216374269, 44.506612410986776]","[30.33175355450237, 59.286775631500745]","[36.486486486486484, 58.47533632286995]","[52.264927934111185, 55.45669400806339]"
4,"[30.462375339981868, 43.43655334904073]","[57.70392749244713, 44.916540212443095]","[41.46341463414634, 55.182205395172744]","[37.43016759776536, 56.95164075993091]","[57.533145841703494, 54.73634460873675]"
5,"[33.091787439613526, 41.892124763053594]","[63.034188034188034, 40.54347826086956]","[27.091633466135455, 59.721505930892214]","[30.134357005758154, 60.938225731537386]","[46.96738799146601, 56.323560881660605]"
mean,"[31.34466526285223, 42.5683760505996]","[59.63605127364872, 43.36820007919624]","[33.80061040407799, 57.707624151850986]","[35.19875124830898, 58.44801772773115]","[52.45309739054236, 55.4264242581769]"
