,Jogging,Running,Walking down-stairs,Walking up-stairs,Walking
0,"[0.23214285714285715, 0.037130801687763712]","[0.65789473684210531, 0.12176165803108809]","[0.67213114754098358, 0.030373831775700934]","[0.51249999999999996, 0.085714285714285715]","[0.25925925925925924, 0.035958904109589039]"
1,"[0.30801687763713081, 0.05546075085324232]","[0.67441860465116277, 0.125]","[0.10526315789473684, 0.13451776649746192]","[0.15625, 0.061503416856492028]","[0.13190184049079753, 0.059116809116809117]"
2,"[0.081632653061224483, 0.083333333333333329]","[0.41333333333333333, 0.24806201550387597]","[0.70930232558139539, 0.091811414392059559]","[0.48684210526315791, 0.10021786492374728]","[0.25515947467166977, 0.029381619405534676]"
3,"[0.2576419213973799, 0.033050847457627118]","[0.85915492957746475, 0.061381074168797956]","[0.42352941176470588, 0.076732673267326731]","[0.6179775280898876, 0.082959641255605385]","[0.31788079470198677, 0.038865546218487396]"
4,"[0.28888888888888886, 0.020270270270270271]","[0.79104477611940294, 0.032911392405063293]","[0.76388888888888884, 0.047961630695443645]","[0.60869565217391308, 0.017167381974248927]","[0.3386454183266932, 0.021974306964164976]"
5,"[0.13253012048192772, 0.028448275862068967]","[0.2413793103448276, 0.12533333333333332]","[0.13333333333333333, 0.15288220551378445]","[0.040000000000000001, 0.092682926829268292]","[0.077901430842607311, 0.08477569763334511]"
mean,"[0.21680888643490148, 0.042949046577384277]","[0.60620428181138275, 0.11907491224035975]","[0.46790804416734066, 0.089046587023629553]","[0.40371088092115981, 0.073374252925607938]","[0.23012470304883562, 0.045012147241321722]"
