97,15;99,9;98,73;99,94;99,8;99,83;98,9;99,94;95,85;92,3;99,95;97,05;98,41;94,07;97,37;82,38;99,96;99,83;84,51;99,49;99,49;98,34
97,39;99,95;98,82;99,96;99,85;99,84;99,05;99,95;96,32;91,71;99,86;96,61;99,11;94,48;97,12;80,15;99,99;99,59;85,18;99,39;99,33;98,41
97,64;99,95;99,19;99,96;99,82;99,84;99,07;99,95;96,72;92,12;99,76;97,37;98,98;94,53;97,6;80,76;99,97;99,71;85,28;99,34;99,33;98,43
97,69;99,95;99,02;99,95;99,96;99,85;99,02;99,97;97,08;91,25;99,76;96,12;98,96;94,6;97,39;81,1;99,99;99,65;85,32;99,55;99,36;98,44
97,38;99,92;99,16;99,97;99,85;99,91;99,03;99,95;96,55;90,96;99,72;96,42;98,97;93,54;96,89;82,82;99,99;99,65;85,74;99,65;99,36;98,28
97,45;99,934;98,984;99,956;99,856;99,854;99,014;99,952;96,504;91,668;99,81;96,714;98,886;94,244;97,274;81,442;99,98;99,686;85,206;99,484;99,374;98,38
0,219;0,023;0,204;0,011;0,062;0,032;0,067;0,011;0,459;0,566;0,094;0,498;0,273;0,444;0,274;1,121;0,014;0,091;0,444;0,124;0,067;0,068
