99,95;98,59;95,5;99,97;99,88;97,31;99,86;94,98;99,68;98,37;98,98;98,46;99,95;99,95;99,93;99,9;99,98;83,99
99,97;98,79;96,39;99,98;99,88;98,2;99,97;95,75;99,56;98,41;99,08;98,69;99,97;99,95;99,91;99,91;99,9;82,19
99,98;99,03;95,27;99,97;99,93;97,82;99,95;95,14;99,7;99,23;98,92;98,64;99,95;99,97;99,95;99,91;99,86;74,35
99,98;99,1;96,1;99,97;99,83;97,94;99,91;94,84;99,72;99,33;98,82;98,75;99,97;99,97;99,9;99,93;99,93;83,7
99,98;99,19;95,34;99,97;99,83;97,36;99,91;95,08;99,65;99,33;98,73;98,6;99,98;99,97;99,88;99,88;99,91;82,74
99,972;98,94;95,72;99,972;99,87;97,726;99,92;95,158;99,662;98,934;98,906;98,628;99,964;99,962;99,914;99,906;99,916;81,394
0,013;0,246;0,497;0,004;0,042;0,383;0,042;0,350;0,063;0,498;0,136;0,109;0,013;0,011;0,027;0,018;0,044;4,004
