2018-04-16 19:33:50
FRR: 0.08379
FAR: 0.04311
k-fold: 3
FRR: 0.07418
FAR: 0.04262
k-fold: 4
FRR: 0.07830
FAR: 0.04465
k-fold: 5
FRR: 0.15681
FAR: 0.04163
RESULTS FOR USER: 12
k-fold: 1
FRR: 0.11538
FAR: 0.01175
k-fold: 2
FRR: 0.16000
FAR: 0.00992
k-fold: 3
FRR: 0.36000
FAR: 0.00855
k-fold: 4
FRR: 0.28000
FAR: 0.00918
k-fold: 5
FRR: 0.12000
FAR: 0.01128
RESULTS FOR USER: 13
k-fold: 1
FRR: 0.11438
FAR: 0.05617
k-fold: 2
FRR: 0.08773
FAR: 0.05729
k-fold: 3
FRR: 0.11383
FAR: 0.05564
k-fold: 4
FRR: 0.12389
FAR: 0.05587
k-fold: 5
FRR: 0.10667
FAR: 0.05671
RESULTS FOR USER: 14
k-fold: 1
FRR: 0.14018
FAR: 0.08132
k-fold: 2
FRR: 0.12601
FAR: 0.08251
k-fold: 3
FRR: 0.11886
FAR: 0.08338
k-fold: 4
FRR: 0.08400
FAR: 0.08551
k-fold: 5
FRR: 0.14298
FAR: 0.07915
RESULTS FOR USER: 15
k-fold: 1
FRR: 0.31169
FAR: 0.05188
k-fold: 2
FRR: 0.12987
FAR: 0.05618
k-fold: 3
FRR: 0.18182
FAR: 0.04759
k-fold: 4
FRR: 0.10390
FAR: 0.05192
k-fold: 5
FRR: 0.16883
FAR: 0.05147
RESULTS FOR USER: 16
k-fold: 1
FRR: 0.38879
FAR: 0.06441
k-fold: 2
FRR: 0.14711
FAR: 0.06575
k-fold: 3
FRR: 0.07531
FAR: 0.07108
k-fold: 4
FRR: 0.08932
FAR: 0.07045
k-fold: 5
FRR: 0.36077
FAR: 0.05733
RESULTS FOR USER: 17
k-fold: 1
FRR: 0.06760
FAR: 0.09237
k-fold: 2
FRR: 0.07497
FAR: 0.08750
k-fold: 3
FRR: 0.20630
FAR: 0.08201
k-fold: 4
FRR: 0.13865
FAR: 0.08213
k-fold: 5
FRR: 0.15673
FAR: 0.08714
RESULTS FOR USER: 18
k-fold: 1
FRR: 0.15385
FAR: 0.01626
k-fold: 2
FRR: 0.32000
FAR: 0.01329
k-fold: 3
FRR: 0.08000
FAR: 0.01678
k-fold: 4
FRR: 0.24000
FAR: 0.01684
k-fold: 5
FRR: 0.44000
FAR: 0.01747
RESULTS FOR USER: 19
k-fold: 1
FRR: 0.56318
FAR: 0.08251
k-fold: 2
FRR: 0.14801
FAR: 0.09645
k-fold: 3
FRR: 0.27798
FAR: 0.08836
k-fold: 4
FRR: 0.16606
FAR: 0.08840
k-fold: 5
FRR: 0.10307
FAR: 0.09283
RESULTS FOR USER: 20
k-fold: 1
FRR: 0.16090
FAR: 0.04651
k-fold: 2
FRR: 0.11592
FAR: 0.05470
k-fold: 3
FRR: 0.10294
FAR: 0.05631
k-fold: 4
FRR: 0.10649
FAR: 0.06095
k-fold: 5
FRR: 0.09264
FAR: 0.06044
RESULTS FOR USER: 21
k-fold: 1
FRR: 0.16213
FAR: 0.06894
k-fold: 2
FRR: 0.09900
FAR: 0.07648
k-fold: 3
FRR: 0.09242
FAR: 0.07532
k-fold: 4
FRR: 0.07580
FAR: 0.07487
k-fold: 5
FRR: 0.50199
FAR: 0.06392
RESULTS FOR USER: 22
k-fold: 1
FRR: 0.09907
FAR: 0.04638
k-fold: 2
FRR: 0.16099
FAR: 0.04124
k-fold: 3
FRR: 0.10217
FAR: 0.04521
k-fold: 4
FRR: 0.12112
FAR: 0.04302
k-fold: 5
FRR: 0.18634
FAR: 0.04232
RESULTS FOR USER: 23
k-fold: 1
FRR: 0.09940
FAR: 0.05995
k-fold: 2
FRR: 0.12149
FAR: 0.05991
k-fold: 3
FRR: 0.07129
FAR: 0.06103
k-fold: 4
FRR: 0.17588
FAR: 0.05494
k-fold: 5
FRR: 0.08744
FAR: 0.05944
RESULTS FOR USER: 24
k-fold: 1
FRR: 0.12048
FAR: 0.04047
k-fold: 2
FRR: 0.35542
FAR: 0.03227
k-fold: 3
FRR: 0.04819
FAR: 0.04301
k-fold: 4
FRR: 0.15408
FAR: 0.03909
k-fold: 5
FRR: 0.06647
FAR: 0.04226
RESULTS FOR USER: 25
k-fold: 1
FRR: 0.14341
FAR: 0.03325
k-fold: 2
FRR: 0.19767
FAR: 0.03283
k-fold: 3
FRR: 0.08527
FAR: 0.03204
k-fold: 4
FRR: 0.17510
FAR: 0.03676
k-fold: 5
FRR: 0.16342
FAR: 0.03502
RESULTS FOR USER: 26
k-fold: 1
FRR: 0.06547
FAR: 0.04154
k-fold: 2
FRR: 0.17914
FAR: 0.03699
k-fold: 3
FRR: 0.09143
FAR: 0.04040
k-fold: 4
FRR: 0.12455
FAR: 0.03650
k-fold: 5
FRR: 0.11015
FAR: 0.03921
RESULTS FOR USER: 27
k-fold: 1
FRR: 0.07500
FAR: 0.05068
k-fold: 2
FRR: 0.17949
FAR: 0.05089
k-fold: 3
FRR: 0.17949
FAR: 0.04463
k-fold: 4
FRR: 0.12821
FAR: 0.05239
k-fold: 5
FRR: 0.35897
FAR: 0.04658
RESULTS FOR USER: 28
k-fold: 1
FRR: 0.39713
FAR: 0.11549
k-fold: 2
FRR: 0.15311
FAR: 0.11501
k-fold: 3
FRR: 0.65072
FAR: 0.10165
k-fold: 4
FRR: 0.14833
FAR: 0.11277
k-fold: 5
FRR: 0.09091
FAR: 0.11663
RESULTS FOR USER: 29
k-fold: 1
FRR: 0.17889
FAR: 0.02809
k-fold: 2
FRR: 0.11765
FAR: 0.02986
k-fold: 3
FRR: 0.12059
FAR: 0.03093
k-fold: 4
FRR: 0.09706
FAR: 0.03181
k-fold: 5
FRR: 0.17353
FAR: 0.02895
RESULTS FOR USER: 30
k-fold: 1
FRR: 0.08492
FAR: 0.06012
k-fold: 2
FRR: 0.13177
FAR: 0.05603
k-fold: 3
FRR: 0.13116
FAR: 0.05300
k-fold: 4
FRR: 0.08744
FAR: 0.06039
k-fold: 5
FRR: 0.11145
FAR: 0.05625
RESULTS FOR USER: 31
k-fold: 1
FRR: 0.07102
FAR: 0.06663
k-fold: 2
FRR: 0.12284
FAR: 0.06035
k-fold: 3
FRR: 0.11132
FAR: 0.06511
k-fold: 4
FRR: 0.08654
FAR: 0.06644
k-fold: 5
FRR: 0.19808
FAR: 0.06221
RESULTS FOR USER: 32
k-fold: 1
FRR: 0.06315
FAR: 0.08612
k-fold: 2
FRR: 0.21125
FAR: 0.07511
k-fold: 3
FRR: 0.14351
FAR: 0.08126
k-fold: 4
FRR: 0.26322
FAR: 0.06555
k-fold: 5
FRR: 0.09195
FAR: 0.08012
RESULTS FOR USER: 33
k-fold: 1
FRR: 0.13228
FAR: 0.10746
k-fold: 2
FRR: 0.13757
FAR: 0.10625
k-fold: 3
FRR: 0.21693
FAR: 0.10570
k-fold: 4
FRR: 0.06915
FAR: 0.11606
k-fold: 5
FRR: 0.15957
FAR: 0.10613
RESULTS FOR USER: 34
k-fold: 1
FRR: 0.21429
FAR: 0.02570
k-fold: 2
FRR: 0.07143
FAR: 0.02793
k-fold: 3
FRR: 0.12566
FAR: 0.02759
k-fold: 4
FRR: 0.09127
FAR: 0.02849
k-fold: 5
FRR: 0.21575
FAR: 0.02336
RESULTS FOR USER: 35
k-fold: 1
FRR: 0.17196
FAR: 0.05278
k-fold: 2
FRR: 0.13228
FAR: 0.05464
k-fold: 3
FRR: 0.14749
FAR: 0.04905
k-fold: 4
FRR: 0.06349
FAR: 0.05945
k-fold: 5
FRR: 0.19656
FAR: 0.05561
RESULTS FOR USER: 36
k-fold: 1
FRR: 0.42022
FAR: 0.05756
k-fold: 2
FRR: 0.11038
FAR: 0.06300
k-fold: 3
FRR: 0.10710
FAR: 0.06170
k-fold: 4
FRR: 0.11695
FAR: 0.06293
k-fold: 5
FRR: 0.05388
FAR: 0.06549
RESULTS FOR USER: 37
k-fold: 1
FRR: 0.11222
FAR: 0.05360
k-fold: 2
FRR: 0.10723
FAR: 0.05473
k-fold: 3
FRR: 0.08479
FAR: 0.05218
k-fold: 4
FRR: 0.11222
FAR: 0.05067
k-fold: 5
FRR: 0.65087
FAR: 0.02326
RESULTS FOR USER: 38
k-fold: 1
FRR: 0.16224
FAR: 0.05262
k-fold: 2
FRR: 0.05734
FAR: 0.05773
k-fold: 3
FRR: 0.18207
FAR: 0.05330
k-fold: 4
FRR: 0.11625
FAR: 0.05645
k-fold: 5
FRR: 0.16106
FAR: 0.05204
RESULTS FOR USER: 39
k-fold: 1
FRR: 0.06610
FAR: 0.05564
k-fold: 2
FRR: 0.15988
FAR: 0.05127
k-fold: 3
FRR: 0.17141
FAR: 0.05026
k-fold: 4
FRR: 0.10992
FAR: 0.05442
k-fold: 5
FRR: 0.08301
FAR: 0.05597
RESULTS FOR USER: 40
k-fold: 1
FRR: 0.10609
FAR: 0.06617
k-fold: 2
FRR: 0.14748
FAR: 0.06443
k-fold: 3
FRR: 0.09932
FAR: 0.06935
k-fold: 4
FRR: 0.13544
FAR: 0.06348
k-fold: 5
FRR: 0.08427
FAR: 0.06806
RESULTS FOR USER: 41
k-fold: 1
FRR: 0.20231
FAR: 0.01438
k-fold: 2
FRR: 0.11272
FAR: 0.01511
k-fold: 3
FRR: 0.16185
FAR: 0.01472
k-fold: 4
FRR: 0.09565
FAR: 0.01564
k-fold: 5
FRR: 0.11304
FAR: 0.01495
RESULTS FOR USER: 42
k-fold: 1
FRR: 0.11891
FAR: 0.06320
k-fold: 2
FRR: 0.09524
FAR: 0.07040
k-fold: 3
FRR: 0.15357
FAR: 0.06640
k-fold: 4
FRR: 0.09643
FAR: 0.06871
k-fold: 5
FRR: 0.09405
FAR: 0.06973
RESULTS FOR USER: 43
k-fold: 1
FRR: 0.06399
FAR: 0.07496
k-fold: 2
FRR: 0.09410
FAR: 0.07294
k-fold: 3
FRR: 0.13927
FAR: 0.07002
k-fold: 4
FRR: 0.15307
FAR: 0.07120
k-fold: 5
FRR: 0.22836
FAR: 0.06682
RESULTS FOR USER: 44
k-fold: 1
FRR: 0.02662
FAR: 0.08022
k-fold: 2
FRR: 0.53042
FAR: 0.06262
k-fold: 3
FRR: 0.10456
FAR: 0.07877
k-fold: 4
FRR: 0.14095
FAR: 0.07630
k-fold: 5
FRR: 0.41714
FAR: 0.06194
RESULTS FOR USER: 45
k-fold: 1
FRR: 0.13361
FAR: 0.09498
k-fold: 2
FRR: 0.10856
FAR: 0.09698
k-fold: 3
FRR: 0.09186
FAR: 0.09590
k-fold: 4
FRR: 0.07516
FAR: 0.09999
k-fold: 5
FRR: 0.19624
FAR: 0.09205
RESULTS FOR USER: 46
k-fold: 1
FRR: 0.12542
FAR: 0.06403
k-fold: 2
FRR: 0.13142
FAR: 0.06310
k-fold: 3
FRR: 0.11289
FAR: 0.06260
k-fold: 4
FRR: 0.13901
FAR: 0.06406
k-fold: 5
FRR: 0.12974
FAR: 0.06480
RESULTS FOR USER: 47
k-fold: 1
FRR: 0.17996
FAR: 0.04532
k-fold: 2
FRR: 0.20492
FAR: 0.04768
k-fold: 3
FRR: 0.10656
FAR: 0.04966
k-fold: 4
FRR: 0.02664
FAR: 0.05794
k-fold: 5
FRR: 0.12090
FAR: 0.05404
RESULTS FOR USER: 48
k-fold: 1
FRR: 0.15310
FAR: 0.14094
k-fold: 2
FRR: 0.20414
FAR: 0.13253
k-fold: 3
FRR: 0.14621
FAR: 0.13753
k-fold: 4
FRR: 0.10621
FAR: 0.13825
k-fold: 5
FRR: 0.08966
FAR: 0.14325
RESULTS FOR USER: 49
k-fold: 1
FRR: 0.11782
FAR: 0.08756
k-fold: 2
FRR: 0.23894
FAR: 0.07226
k-fold: 3
FRR: 0.12684
FAR: 0.08224
k-fold: 4
FRR: 0.15487
FAR: 0.08126
k-fold: 5
FRR: 0.11357
FAR: 0.08347
RESULTS FOR USER: 50
k-fold: 1
FRR: 0.11462
FAR: 0.03767
k-fold: 2
FRR: 0.14452
FAR: 0.03805
k-fold: 3
FRR: 0.13123
FAR: 0.03514
k-fold: 4
FRR: 0.09484
FAR: 0.03722
k-fold: 5
FRR: 0.11314
FAR: 0.03724
RESULTS FOR USER: 51
k-fold: 1
FRR: 0.39655
FAR: 0.06780
k-fold: 2
FRR: 0.17241
FAR: 0.07163
k-fold: 3
FRR: 0.16667
FAR: 0.06238
k-fold: 4
FRR: 0.08046
FAR: 0.07331
k-fold: 5
FRR: 0.12644
FAR: 0.07016
RESULTS FOR USER: 52
k-fold: 1
FRR: 0.13816
FAR: 0.08193
k-fold: 2
FRR: 0.15461
FAR: 0.07999
k-fold: 3
FRR: 0.09868
FAR: 0.08423
k-fold: 4
FRR: 0.09901
FAR: 0.08859
k-fold: 5
FRR: 0.35974
FAR: 0.08415
RESULTS FOR USER: 53
k-fold: 1
FRR: 0.06156
FAR: 0.06734
k-fold: 2
FRR: 0.11218
FAR: 0.06458
k-fold: 3
FRR: 0.14501
FAR: 0.06692
k-fold: 4
FRR: 0.21233
FAR: 0.06281
k-fold: 5
FRR: 0.10137
FAR: 0.06743
RESULTS FOR USER: 54
k-fold: 1
FRR: 0.15983
FAR: 0.05923
k-fold: 2
FRR: 0.20302
FAR: 0.05595
k-fold: 3
FRR: 0.12095
FAR: 0.06145
k-fold: 4
FRR: 0.10173
FAR: 0.06311
k-fold: 5
FRR: 0.04113
FAR: 0.06765
RESULTS FOR USER: 55
k-fold: 1
FRR: 0.20669
FAR: 0.03043
k-fold: 2
FRR: 0.11231
FAR: 0.03240
k-fold: 3
FRR: 0.05257
FAR: 0.03330
k-fold: 4
FRR: 0.11364
FAR: 0.03201
k-fold: 5
FRR: 0.13038
FAR: 0.03206
RESULTS FOR USER: 56
k-fold: 1
FRR: 0.17355
FAR: 0.15498
k-fold: 2
FRR: 0.03306
FAR: 0.16165
k-fold: 3
FRR: 0.35000
FAR: 0.15240
k-fold: 4
FRR: 0.29167
FAR: 0.15431
k-fold: 5
FRR: 0.19167
FAR: 0.15596
