1.403824542649090290e-03,9.551241993904113770e-01,9.997456073760986328e-01,9.980163574218750000e-01,7.568441629409790039e-01,2.036373019218444824e-01,9.926882982254028320e-01
1.429959200322628021e-03,8.883865475654602051e-01,9.997990131378173828e-01,9.988672137260437012e-01,3.789749145507812500e-01,8.260220289230346680e-02,9.872990846633911133e-01
9.695521593093872070e-01,7.273229421116411686e-04,1.730407327413558960e-01,3.423539102077484131e-01,1.567765284562483430e-04,5.381464143283665180e-04,6.377875688485801220e-04
9.706928133964538574e-01,7.830320391803979874e-04,1.641688942909240723e-01,3.128530681133270264e-01,1.823627826524898410e-04,6.013179081492125988e-04,6.747831939719617367e-04
9.715950489044189453e-01,8.077833917923271656e-04,1.580601334571838379e-01,2.962405681610107422e-01,1.969661097973585129e-04,6.374873337335884571e-04,6.900806329213082790e-04
9.665722250938415527e-01,6.752058397978544235e-04,1.962536722421646118e-01,4.144601225852966309e-01,1.283733145100995898e-04,4.629993054550141096e-04,6.097427103668451309e-04
9.681405425071716309e-01,7.248309557326138020e-04,1.828152686357498169e-01,3.691392540931701660e-01,1.497775519965216517e-04,5.187223432585597038e-04,6.400000420399010181e-04
9.665971994400024414e-01,6.795549415983259678e-04,1.955070644617080688e-01,4.096377491950988770e-01,1.298146380577236414e-04,4.661230486817657948e-04,6.126296357251703739e-04
9.661841392517089844e-01,6.924901972524821758e-04,1.979120373725891113e-01,4.131145179271697998e-01,1.326383644482120872e-04,4.725802282337099314e-04,6.242566742002964020e-04
9.669215083122253418e-01,6.997718592174351215e-04,1.923429220914840698e-01,3.980420529842376709e-01,1.372280530631542206e-04,4.854960716329514980e-04,6.263804389163851738e-04
9.680070281028747559e-01,7.305659819394350052e-04,1.835637986660003662e-01,3.703292310237884521e-01,1.511358714196830988e-04,5.218448932282626629e-04,6.446258048526942730e-04
9.708044528961181641e-01,7.855218136683106422e-04,1.635892689228057861e-01,3.133949637413024902e-01,1.835591829149052501e-04,6.052747485227882862e-04,6.754394271411001682e-04
9.806243777275085449e-01,1.457763253711163998e-03,9.591656178236007690e-02,1.059553548693656921e-01,7.337937713600695133e-04,1.575527130626142025e-03,1.137521583586931229e-03
9.476460218429565430e-01,7.286761538125574589e-04,3.287883102893829346e-01,6.524915099143981934e-01,1.122247922467067838e-04,3.978313761763274670e-04,7.638653623871505260e-04
2.504418371245265007e-03,5.006594061851501465e-01,9.996685981750488281e-01,9.986509680747985840e-01,3.688466548919677734e-02,1.288910675793886185e-02,9.320564270019531250e-01
2.047328054904937744e-01,3.959600813686847687e-03,9.817333817481994629e-01,9.937751889228820801e-01,4.374972195364534855e-04,6.223020027391612530e-04,1.345524936914443970e-02
4.548619966953992844e-03,1.840326935052871704e-01,9.993340969085693359e-01,9.982087612152099609e-01,7.335534784942865372e-03,3.948595374822616577e-03,7.207179665565490723e-01
4.129635170102119446e-02,1.563696190714836121e-02,9.956344962120056152e-01,9.972652196884155273e-01,1.119557418860495090e-03,1.125344191677868366e-03,6.631264090538024902e-02
2.840500557795166969e-03,3.583606183528900146e-01,9.995918273925781250e-01,9.983328580856323242e-01,1.783676445484161377e-02,7.308172527700662613e-03,8.897308707237243652e-01
2.646022243425250053e-03,4.030039310455322266e-01,9.996245503425598145e-01,9.983587861061096191e-01,2.195451408624649048e-02,8.496684022247791290e-03,9.090117216110229492e-01
5.136822815984487534e-03,1.564924269914627075e-01,9.992517828941345215e-01,9.982258081436157227e-01,6.174361798912286758e-03,3.531705122441053391e-03,6.631022691726684570e-01
4.247849341481924057e-03,2.017246782779693604e-01,9.993770718574523926e-01,9.982063174247741699e-01,8.129055611789226532e-03,4.225268959999084473e-03,7.507092952728271484e-01
7.913297973573207855e-03,9.101929515600204468e-02,9.988889694213867188e-01,9.983392953872680664e-01,3.740715561434626579e-03,2.595442812889814377e-03,4.441603124141693115e-01
3.437847364693880081e-03,2.681463658809661865e-01,9.994955658912658691e-01,9.982147216796875000e-01,1.150237396359443665e-02,5.333029665052890778e-03,8.311040997505187988e-01
1.013310439884662628e-02,6.764597445726394653e-02,9.986172914505004883e-01,9.983801245689392090e-01,2.931741299107670784e-03,2.240586793050169945e-03,3.316236734390258789e-01
4.233454354107379913e-03,2.029472589492797852e-01,9.993793964385986328e-01,9.982090592384338379e-01,8.192976005375385284e-03,4.249453078955411911e-03,7.523555159568786621e-01
2.848455915227532387e-03,3.559705018997192383e-01,9.995895624160766602e-01,9.982973337173461914e-01,1.759509742259979248e-02,7.215196266770362854e-03,8.892925381660461426e-01
5.138853099197149277e-03,1.570220142602920532e-01,9.992522597312927246e-01,9.982302188873291016e-01,6.210702937096357346e-03,3.549251006916165352e-03,6.636341810226440430e-01
3.819173434749245644e-03,2.319680154323577881e-01,9.994384646415710449e-01,9.981934428215026855e-01,9.558591060340404510e-03,4.698447883129119873e-03,7.933632731437683105e-01
9.103734046220779419e-03,7.713405787944793701e-02,9.987422227859497070e-01,9.983641505241394043e-01,3.264270490035414696e-03,2.392690395936369896e-03,3.788343966007232666e-01
3.425177186727523804e-03,2.716193199157714844e-01,9.994989633560180664e-01,9.982377290725708008e-01,1.176201365888118744e-02,5.431722383946180344e-03,8.330585360527038574e-01
8.691705763339996338e-02,7.742480840533971786e-03,9.919386506080627441e-01,9.960187077522277832e-01,7.228026515804231167e-04,8.157324045896530151e-04,3.044310212135314941e-02
3.889812389388680458e-03,2.266408950090408325e-01,9.994285702705383301e-01,9.982042908668518066e-01,9.305510669946670532e-03,4.620320629328489304e-03,7.862294912338256836e-01
2.505538286641240120e-03,4.435072839260101318e-01,9.996499419212341309e-01,9.984247684478759766e-01,2.654266916215419769e-02,9.802978485822677612e-03,9.222320914268493652e-01
3.730566473677754402e-03,2.389653474092483521e-01,9.994513988494873047e-01,9.982046484947204590e-01,9.904911741614341736e-03,4.814607556909322739e-03,8.015118241310119629e-01
3.350378945469856262e-03,2.775281071662902832e-01,9.995085000991821289e-01,9.982147812843322754e-01,1.203338243067264557e-02,5.498103331774473190e-03,8.395810127258300781e-01
6.219373550266027451e-03,1.219115257263183594e-01,9.991053342819213867e-01,9.982696771621704102e-01,4.830585792660713196e-03,3.024865640327334404e-03,5.655210614204406738e-01
3.315704874694347382e-03,2.822446227073669434e-01,9.995142221450805664e-01,9.982232451438903809e-01,1.233287621289491653e-02,5.596881732344627380e-03,8.431909084320068359e-01
1.008725818246603012e-02,7.079389691352844238e-02,9.986329078674316406e-01,9.983641505241394043e-01,3.113433485850691795e-03,2.342966385185718536e-03,3.431259691715240479e-01
4.068831447511911392e-03,2.136238366365432739e-01,9.994028210639953613e-01,9.982067346572875977e-01,8.682800456881523132e-03,4.414009395986795425e-03,7.684915065765380859e-01
1.385201960802078247e-01,5.291441455483436584e-03,9.876850247383117676e-01,9.951018691062927246e-01,5.516567616723477840e-04,7.016653544269502163e-04,1.949586719274520874e-02
1.844323822297155857e-03,7.565259933471679688e-01,9.997724890708923340e-01,9.989554286003112793e-01,1.367087066173553467e-01,3.585362806916236877e-02,9.746976494789123535e-01
2.477167174220085144e-03,4.794777035713195801e-01,9.996644258499145508e-01,9.985635280609130859e-01,3.249163553118705750e-02,1.155685819685459137e-02,9.292628765106201172e-01
4.043980967253446579e-03,2.166498452425003052e-01,9.994073510169982910e-01,9.982105493545532227e-01,8.858799003064632416e-03,4.479302559047937393e-03,7.720112204551696777e-01
3.609379287809133530e-03,2.520999610424041748e-01,9.994707703590393066e-01,9.982180595397949219e-01,1.065050065517425537e-02,5.068383179605007172e-03,8.147923946380615234e-01
4.044422414153814316e-03,2.219497859477996826e-01,9.994113445281982422e-01,9.982361197471618652e-01,9.247697889804840088e-03,4.640260245651006699e-03,7.759174704551696777e-01
4.677671473473310471e-03,1.775182783603668213e-01,9.993160963058471680e-01,9.982116222381591797e-01,7.059013936668634415e-03,3.851814428344368935e-03,7.082223296165466309e-01
1.511758565902709961e-01,4.948185291141271591e-03,9.866057038307189941e-01,9.948394298553466797e-01,5.263792118057608604e-04,6.834232481196522713e-04,1.794544979929924011e-02
4.543831571936607361e-03,1.867619901895523071e-01,9.993371963500976562e-01,9.982209801673889160e-01,7.516914047300815582e-03,4.026405978947877884e-03,7.235988378524780273e-01
3.038207255303859711e-02,2.045751549303531647e-02,9.965974092483520508e-01,9.977428913116455078e-01,1.306941034272313118e-03,1.267148414626717567e-03,8.994768559932708740e-02
2.480658469721674919e-03,4.494179785251617432e-01,9.996547698974609375e-01,9.984689950942993164e-01,2.726688794791698456e-02,1.002959813922643661e-02,9.236196279525756836e-01
2.865332411602139473e-03,3.522676229476928711e-01,9.995870590209960938e-01,9.983148574829101562e-01,1.729782484471797943e-02,7.137488573789596558e-03,8.871166110038757324e-01
3.592339344322681427e-03,2.547815740108489990e-01,9.994741082191467285e-01,9.982317090034484863e-01,1.082398649305105209e-02,5.133667960762977600e-03,8.168303966522216797e-01
2.796159125864505768e-03,3.678135275840759277e-01,9.995994567871093750e-01,9.983464479446411133e-01,1.865450851619243622e-02,7.553461939096450806e-03,8.940719962120056152e-01
4.877501353621482849e-02,1.377180870622396469e-02,9.949826002120971680e-01,9.970497488975524902e-01,1.041465788148343563e-03,1.081143971532583237e-03,5.719980970025062561e-02
2.700468525290489197e-03,3.932375609874725342e-01,9.996173977851867676e-01,9.983951449394226074e-01,2.113061584532260895e-02,8.298192173242568970e-03,9.040970802307128906e-01
2.650069296360015869e-01,3.200769890099763870e-03,9.758837819099426270e-01,9.930282831192016602e-01,3.655215259641408920e-04,5.724071525037288666e-04,1.037527341395616531e-02
2.055513206869363785e-03,6.973230242729187012e-01,9.997502565383911133e-01,9.990223050117492676e-01,1.035426333546638489e-01,2.887697704136371613e-02,9.650325179100036621e-01
2.543717920780181885e-01,3.343680640682578087e-03,9.768730998039245605e-01,9.929983615875244141e-01,3.806833701673895121e-04,5.835562478750944138e-04,1.087689865380525589e-02
4.566561430692672729e-02,1.390399411320686340e-02,9.952858686447143555e-01,9.971192479133605957e-01,1.042854855768382549e-03,1.056537381373345852e-03,5.869507044553756714e-02
2.460408722981810570e-03,4.642121195793151855e-01,9.996611475944519043e-01,9.985137581825256348e-01,2.948803082108497620e-02,1.068148575723171234e-02,9.269207119941711426e-01
3.700506640598177910e-03,2.427983731031417847e-01,9.994567036628723145e-01,9.982128143310546875e-01,1.013433840125799179e-02,4.896587226539850235e-03,8.051774501800537109e-01
4.269944969564676285e-03,2.017527073621749878e-01,9.993751645088195801e-01,9.982146024703979492e-01,8.165566250681877136e-03,4.246282391250133514e-03,7.496744394302368164e-01
6.790449377149343491e-03,1.096812114119529724e-01,9.990316629409790039e-01,9.983002543449401855e-01,4.397623706609010696e-03,2.860995242372155190e-03,5.209355354309082031e-01
2.115944400429725647e-02,2.872762642800807953e-02,9.974491596221923828e-01,9.981707930564880371e-01,1.586449216119945049e-03,1.477639772929251194e-03,1.311228573322296143e-01
3.223574161529541016e-02,1.893087290227413177e-02,9.964442849159240723e-01,9.977544546127319336e-01,1.243658130988478661e-03,1.223727362230420113e-03,8.345116674900054932e-02
9.216447360813617706e-03,7.586978375911712646e-02,9.987285137176513672e-01,9.983663558959960938e-01,3.218897618353366852e-03,2.371069276705384254e-03,3.729674816131591797e-01
