1.866302728652954102e+00,0.000000000000000000e+00,1.336222743988037109e+01,1.200808525085449219e+01,1.000622653961181641e+01,1.013804721832275391e+01,8.038598060607910156e+00,0.000000000000000000e+00,1.205584907531738281e+01,3.226904630661010742e+00,3.646962881088256836e+00,7.772450923919677734e+00,9.894002676010131836e-01,0.000000000000000000e+00,8.654099464416503906e+00
1.909619569778442383e+00,0.000000000000000000e+00,8.322916030883789062e+00,1.516405582427978516e+01,8.037776947021484375e+00,7.400754928588867188e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.017490100860595703e+01,5.610444545745849609e+00,5.212806224822998047e+00,8.155135154724121094e+00,9.627800941467285156e+00,0.000000000000000000e+00,6.934690952301025391e+00
1.582968473434448242e+00,0.000000000000000000e+00,7.290381908416748047e+00,1.507308101654052734e+01,8.087889671325683594e+00,8.219765663146972656e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.880214691162109375e+00,4.140015602111816406e+00,5.090028285980224609e+00,6.828689098358154297e+00,1.023353958129882812e+01,0.000000000000000000e+00,6.697017192840576172e+00
1.898907184600830078e+00,0.000000000000000000e+00,1.168416404724121094e+01,1.410748195648193359e+01,4.015040397644042969e+00,8.594370841979980469e+00,3.953807353973388672e+00,0.000000000000000000e+00,1.752702522277832031e+01,1.074703407287597656e+01,2.345329999923706055e+00,1.314702320098876953e+01,2.906593799591064453e+00,0.000000000000000000e+00,6.486234188079833984e+00
2.067142963409423828e+00,0.000000000000000000e+00,1.167089843750000000e+01,1.495298767089843750e+01,4.347665309906005859e+00,8.046404838562011719e+00,2.342185497283935547e+00,0.000000000000000000e+00,1.660354042053222656e+01,1.119947910308837891e+01,2.161506175994873047e+00,1.361238288879394531e+01,4.918614864349365234e+00,0.000000000000000000e+00,7.345501899719238281e+00
1.305226922035217285e+00,0.000000000000000000e+00,1.033189487457275391e+01,1.525046443939208984e+01,3.728391170501708984e+00,8.585191726684570312e+00,2.774824142456054688e+00,0.000000000000000000e+00,1.626734924316406250e+01,9.611766815185546875e+00,2.020524263381958008e+00,1.192782974243164062e+01,5.130035400390625000e+00,0.000000000000000000e+00,6.239955902099609375e+00
2.115098237991333008e+00,0.000000000000000000e+00,9.322870254516601562e+00,1.504271602630615234e+01,7.167446613311767578e+00,7.205416202545166016e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.186535167694091797e+01,6.908362865447998047e+00,4.517723083496093750e+00,9.660057067871093750e+00,8.924681663513183594e+00,0.000000000000000000e+00,7.278135299682617188e+00
3.861903667449951172e+00,0.000000000000000000e+00,9.197469711303710938e+00,1.023372077941894531e+01,7.524848937988281250e+00,7.803096771240234375e+00,1.081072688102722168e-01,0.000000000000000000e+00,1.012401866912841797e+01,3.440044641494750977e+00,5.863068103790283203e+00,9.797661781311035156e+00,9.989756584167480469e+00,0.000000000000000000e+00,7.666895389556884766e+00
5.446272373199462891e+00,0.000000000000000000e+00,9.565348625183105469e+00,5.242255687713623047e+00,4.327414035797119141e+00,1.810945272445678711e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.493295669555664062e+00,4.255823612213134766e+00,6.422898292541503906e+00,6.072231769561767578e+00,8.652716636657714844e+00,0.000000000000000000e+00,5.748554706573486328e+00
7.738636016845703125e+00,2.884969234466552734e+00,9.596017837524414062e+00,4.045087814331054688e+00,6.044013977050781250e+00,4.626186370849609375e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.920025825500488281e+00,2.469726085662841797e+00,7.155983924865722656e+00,6.530377388000488281e+00,1.056104564666748047e+01,0.000000000000000000e+00,4.282198905944824219e+00
