2018-04-16 07:55:11


RESULTS FOR USER: 2
k-fold: 1
FRR: 1.00000
FAR: 0.00000
k-fold: 2
FRR: 1.00000
FAR: 0.00000
k-fold: 3
FRR: 0.00000
FAR: 0.00000
k-fold: 4
FRR: 1.00000
FAR: 0.00000
k-fold: 5
FRR: 1.00000
FAR: 0.00000
RESULTS FOR USER: 3
k-fold: 1
FRR: 0.50000
FAR: 0.00000
k-fold: 2
FRR: 0.68182
FAR: 0.00000
k-fold: 3
FRR: 0.71429
FAR: 0.00000
k-fold: 4
FRR: 0.04762
FAR: 0.00000
k-fold: 5
FRR: 0.38095
FAR: 0.00000
RESULTS FOR USER: 5
k-fold: 1
FRR: 0.31902
FAR: 0.10988
k-fold: 2
FRR: 0.23313
FAR: 0.08914
k-fold: 3
FRR: 0.36420
FAR: 0.10122
k-fold: 4
FRR: 0.20370
FAR: 0.09322
k-fold: 5
FRR: 0.27160
FAR: 0.10743
RESULTS FOR USER: 6
k-fold: 1
FRR: 1.00000
FAR: 0.00000
k-fold: 2
FRR: 1.00000
FAR: 0.00000
k-fold: 3
FRR: 0.50000
FAR: 0.00000
k-fold: 4
FRR: 0.50000
FAR: 0.00000
k-fold: 5
FRR: 1.00000
FAR: 0.00000
RESULTS FOR USER: 8
k-fold: 1
FRR: 0.56098
FAR: 0.01563
k-fold: 2
FRR: 0.42683
FAR: 0.01762
k-fold: 3
FRR: 0.60976
FAR: 0.03049
k-fold: 4
FRR: 0.71951
FAR: 0.00643
k-fold: 5
FRR: 0.43902
FAR: 0.01517
RESULTS FOR USER: 11
k-fold: 1
FRR: 0.59273
FAR: 0.10043
k-fold: 2
FRR: 0.48175
FAR: 0.09971
k-fold: 3
FRR: 0.31387
FAR: 0.08624
k-fold: 4
FRR: 0.33212
FAR: 0.10995
k-fold: 5
FRR: 0.41606
FAR: 0.11480
RESULTS FOR USER: 12
k-fold: 1
FRR: 0.36842
FAR: 0.00237
k-fold: 2
FRR: 0.63158
FAR: 0.00133
k-fold: 3
FRR: 0.55263
FAR: 0.00504
k-fold: 4
FRR: 0.55263
FAR: 0.00311
k-fold: 5
FRR: 0.21622
FAR: 0.00207
RESULTS FOR USER: 13
k-fold: 1
FRR: 0.42105
FAR: 0.00162
k-fold: 2
FRR: 0.33113
FAR: 0.00065
k-fold: 3
FRR: 0.08609
FAR: 0.00146
k-fold: 4
FRR: 0.03311
FAR: 0.00162
k-fold: 5
FRR: 0.01325
FAR: 0.00146
RESULTS FOR USER: 17
k-fold: 1
FRR: 0.21622
FAR: 0.01945
k-fold: 2
FRR: 0.17935
FAR: 0.02111
k-fold: 3
FRR: 0.06522
FAR: 0.02311
k-fold: 4
FRR: 0.02174
FAR: 0.02294
k-fold: 5
FRR: 0.60326
FAR: 0.01380
RESULTS FOR USER: 20
k-fold: 1
FRR: 0.34906
FAR: 0.02792
k-fold: 2
FRR: 0.40000
FAR: 0.01887
k-fold: 3
FRR: 0.20000
FAR: 0.01279
k-fold: 4
FRR: 0.11429
FAR: 0.01607
k-fold: 5
FRR: 0.15238
FAR: 0.01825
RESULTS FOR USER: 32
k-fold: 1
FRR: 0.00000
FAR: 0.01345
k-fold: 2
FRR: 0.75000
FAR: 0.00665
k-fold: 3
FRR: 0.00000
FAR: 0.01345
k-fold: 4
FRR: 0.25000
FAR: 0.01330
k-fold: 5
FRR: 0.75000
FAR: 0.01388
RESULTS FOR USER: 38
k-fold: 1
FRR: 0.80000
FAR: 0.00015
k-fold: 2
FRR: 0.33333
FAR: 0.00015
k-fold: 3
FRR: 0.66667
FAR: 0.00000
k-fold: 4
FRR: 0.77778
FAR: 0.00015
k-fold: 5
FRR: 0.44444
FAR: 0.00000
RESULTS FOR USER: 41
k-fold: 1
FRR: 0.69231
FAR: 0.00059
k-fold: 2
FRR: 0.73077
FAR: 0.00000
k-fold: 3
FRR: 0.53846
FAR: 0.00015
k-fold: 4
FRR: 0.76000
FAR: 0.00000
k-fold: 5
FRR: 0.72000
FAR: 0.00015
RESULTS FOR USER: 43
k-fold: 1
FRR: 0.66667
FAR: 0.00000
k-fold: 2
FRR: 0.00000
FAR: 0.00000
k-fold: 3
FRR: 0.66667
FAR: 0.00000
k-fold: 4
FRR: 1.00000
FAR: 0.00000
k-fold: 5
FRR: 1.00000
FAR: 0.00000
RESULTS FOR USER: 53
k-fold: 1
FRR: 0.17516
FAR: 0.13131
k-fold: 2
FRR: 0.24204
FAR: 0.12572
k-fold: 3
FRR: 0.18471
FAR: 0.13038
k-fold: 4
FRR: 0.31629
FAR: 0.10970
k-fold: 5
FRR: 0.33866
FAR: 0.11306
RESULTS FOR USER: 55
k-fold: 1
FRR: 0.11111
FAR: 0.01262
k-fold: 2
FRR: 1.00000
FAR: 0.00000
k-fold: 3
FRR: 0.37500
FAR: 0.01218
k-fold: 4
FRR: 0.37500
FAR: 0.00957
k-fold: 5
FRR: 0.12500
FAR: 0.01363
