accx,accy,accz
14.586843,-3.5760984,1.7952299999999999
14.586843,-3.5760984,1.7952299999999999
14.586843,-3.5760984,1.7952299999999999
14.586843,-3.5760984,1.7952299999999999
16.463457000000002,-7.310177,1.948423
16.463457000000002,-7.310177,1.948423
16.463457000000002,-7.310177,1.948423
16.463457000000002,-7.310177,1.948423
11.475111,-6.3527207,2.6377914000000002
11.475111,-6.3527207,2.6377914000000002
11.475111,-6.3527207,2.6377914000000002
11.475111,-6.3527207,2.6377914000000002
10.517653999999999,-2.905879,3.3463089999999998
10.517653999999999,-2.905879,3.3463089999999998
10.517653999999999,-2.905879,3.3463089999999998
10.517653999999999,-2.905879,3.3463089999999998
10.517653999999999,-2.905879,3.3463089999999998
8.995299000000001,-0.42606795,3.0686467
8.995299000000001,-0.42606795,3.0686467
8.995299000000001,-0.42606795,3.0686467
9.004874000000001,-0.59841,2.3026817000000004
9.004874000000001,-0.59841,2.3026817000000004
9.004874000000001,-0.59841,2.3026817000000004
9.004874000000001,-0.59841,2.3026817000000004
9.569773,-1.6324625,2.1111906000000005
9.569773,-1.6324625,2.1111906000000005
9.569773,-1.6324625,2.1111906000000005
9.569773,-1.6324625,2.1111906000000005
9.569773,-1.6324625,2.1111906000000005
9.904882,-0.7994758000000001,2.2739582
9.904882,-0.7994758000000001,2.2739582
9.904882,-0.7994758000000001,2.2739582
9.943181,-0.22500217,2.3792782000000003
9.943181,-0.22500217,2.3792782000000003
9.943181,-0.22500217,2.3792782000000003
9.943181,-0.22500217,2.3792782000000003
9.780414,-1.0388398,2.0633178
9.780414,-1.0388398,2.0633178
9.780414,-1.0388398,2.0633178
9.780414,-1.0388398,2.0633178
9.780414,-1.0388398,2.0633178
9.5889225,-1.0388398,2.1399142999999996
9.5889225,-1.0388398,2.1399142999999996
9.5889225,-1.0388398,2.1399142999999996
9.732541000000001,-1.0101161,2.2165107999999996
9.732541000000001,-1.0101161,2.2165107999999996
9.732541000000001,-1.0101161,2.2165107999999996
9.732541000000001,-1.0101161,2.2165107999999996
9.742115,-1.0962871,2.149489
9.742115,-1.0962871,2.149489
9.742115,-1.0962871,2.149489
9.742115,-1.0962871,2.149489
9.742115,-1.0962871,2.149489
9.904882,-1.2782038,2.0728923999999997
9.904882,-1.2782038,2.0728923999999997
9.904882,-1.2782038,2.0728923999999997
9.904882,-1.2782038,2.0728923999999997
9.761265,-1.4601203999999999,2.1877869999999997
9.761265,-1.4601203999999999,2.1877869999999997
9.761265,-1.4601203999999999,2.1877869999999997
9.866585,-1.3548003,2.2931072999999995
9.866585,-1.3548003,2.2931072999999995
9.866585,-1.3548003,2.2931072999999995
9.866585,-1.3548003,2.2931072999999995
9.866585,-1.3548003,2.2931072999999995
9.847435,-1.3356511999999998,2.1877869999999997
9.847435,-1.3356511999999998,2.1877869999999997
9.847435,-1.3356511999999998,2.1877869999999997
9.847435,-1.3356511999999998,2.1877869999999997
9.809137,-1.3356511999999998,2.1207652
9.809137,-1.3356511999999998,2.1207652
9.809137,-1.3356511999999998,2.1207652
9.732541000000001,-1.1920328000000002,2.1303396
9.732541000000001,-1.1920328000000002,2.1303396
9.732541000000001,-1.1920328000000002,2.1303396
9.732541000000001,-1.1920328000000002,2.1303396
9.732541000000001,-1.1920328000000002,2.1303396
9.866585,-1.4984187,2.0537431
9.866585,-1.4984187,2.0537431
9.866585,-1.4984187,2.0537431
9.866585,-1.4984187,2.0537431
9.64637,-1.4026731000000001,2.1877869999999997
9.64637,-1.4026731000000001,2.1877869999999997
9.64637,-1.4026731000000001,2.1877869999999997
9.722966,-1.4601203999999999,2.2835326
9.722966,-1.4601203999999999,2.2835326
9.722966,-1.4601203999999999,2.2835326
9.722966,-1.4601203999999999,2.2835326
9.722966,-1.4601203999999999,2.2835326
9.713391,-1.5079931999999998,2.2835326
9.713391,-1.5079931999999998,2.2835326
9.713391,-1.5079931999999998,2.2835326
9.5889225,-1.6611862000000002,2.2069361
9.5889225,-1.6611862000000002,2.2069361
9.5889225,-1.6611862000000002,2.2069361
9.5889225,-1.6611862000000002,2.2069361
9.665519,-1.5367169,2.1973617
9.665519,-1.5367169,2.1973617
9.665519,-1.5367169,2.1973617
9.665519,-1.5367169,2.1973617
9.569773,-1.6133133999999998,2.1111906000000005
9.569773,-1.6133133999999998,2.1111906000000005
9.569773,-1.6133133999999998,2.1111906000000005
9.569773,-1.6133133999999998,2.1111906000000005
9.569773,-1.6133133999999998,2.1111906000000005
9.675094,-1.5558661,2.0728923999999997
9.675094,-1.5558661,2.0728923999999997
9.675094,-1.5558661,2.0728923999999997
9.761265,-1.469695,1.9962958
9.761265,-1.469695,1.9962958
9.761265,-1.469695,1.9962958
9.761265,-1.469695,1.9962958
9.64637,-1.3739493999999999,2.0537431
9.64637,-1.3739493999999999,2.0537431
9.64637,-1.3739493999999999,2.0537431
9.64637,-1.3739493999999999,2.0537431
9.64637,-1.3739493999999999,2.0537431
9.761265,-1.3930986,2.101616
9.761265,-1.3930986,2.101616
9.761265,-1.3930986,2.101616
9.952755999999999,-1.4409714,2.168638
9.952755999999999,-1.4409714,2.168638
9.952755999999999,-1.4409714,2.168638
9.952755999999999,-1.4409714,2.168638
9.952755999999999,-1.4409714,2.168638
9.952755999999999,-1.4409714,2.168638
9.952755999999999,-1.4409714,2.168638
9.952755999999999,-1.4409714,2.168638
9.684667999999999,-1.4122477,2.2739582
9.684667999999999,-1.4122477,2.2739582
9.684667999999999,-1.4122477,2.2739582
9.722966,-1.6324625,2.2165107999999996
9.722966,-1.6324625,2.2165107999999996
9.722966,-1.6324625,2.2165107999999996
9.722966,-1.6324625,2.2165107999999996
9.636795,-1.6324625,2.0633178
9.636795,-1.6324625,2.0633178
9.636795,-1.6324625,2.0633178
9.636795,-1.6324625,2.0633178
9.636795,-1.6324625,2.0633178
9.8953085,-1.6228879999999999,1.8526775000000002
9.8953085,-1.6228879999999999,1.8526775000000002
9.8953085,-1.6228879999999999,1.8526775000000002
9.8953085,-1.6228879999999999,1.8526775000000002
9.5219,-1.6324625,1.8526775000000002
9.5219,-1.6324625,1.8526775000000002
9.5219,-1.6324625,1.8526775000000002
9.713391,-1.4122477,2.0633178
9.713391,-1.4122477,2.0633178
9.713391,-1.4122477,2.0633178
9.713391,-1.4122477,2.0633178
9.770839,-1.6324625,2.1590632999999997
9.770839,-1.6324625,2.1590632999999997
9.770839,-1.6324625,2.1590632999999997
9.770839,-1.6324625,2.1590632999999997
9.684667999999999,-1.7377827000000001,2.2739582
9.684667999999999,-1.7377827000000001,2.2739582
9.684667999999999,-1.7377827000000001,2.2739582
9.684667999999999,-1.7377827000000001,2.2739582
9.732541000000001,-1.6324625,2.2452345
9.732541000000001,-1.6324625,2.2452345
9.732541000000001,-1.6324625,2.2452345
9.732541000000001,-1.6324625,2.2452345
9.732541000000001,-1.6324625,2.2452345
9.713391,-1.7569318999999999,2.1782124
9.713391,-1.7569318999999999,2.1782124
9.713391,-1.7569318999999999,2.1782124
9.8953085,-1.709059,2.321831
9.8953085,-1.709059,2.321831
9.8953085,-1.709059,2.321831
9.8953085,-1.709059,2.321831
9.799562,-1.5750152,2.2260852000000004
9.799562,-1.5750152,2.2260852000000004
9.799562,-1.5750152,2.2260852000000004
9.799562,-1.5750152,2.2260852000000004
9.799562,-1.5750152,2.2260852000000004
9.684667999999999,-1.6133133999999998,2.0920415
9.684667999999999,-1.6133133999999998,2.0920415
9.684667999999999,-1.6133133999999998,2.0920415
9.5219,-1.6803354,1.9101248
9.5219,-1.6803354,1.9101248
9.5219,-1.6803354,1.9101248
9.5219,-1.6803354,1.9101248
9.665519,-1.6037389,1.9292740000000002
9.665519,-1.6037389,1.9292740000000002
9.665519,-1.6037389,1.9292740000000002
9.665519,-1.6037389,1.9292740000000002
9.655944,-1.7569318999999999,1.8143792
9.655944,-1.7569318999999999,1.8143792
9.655944,-1.7569318999999999,1.8143792
9.655944,-1.7569318999999999,1.8143792
9.6942425,-1.7186337,1.8814011999999998
9.6942425,-1.7186337,1.8814011999999998
9.6942425,-1.7186337,1.8814011999999998
9.6942425,-1.7186337,1.8814011999999998
9.684667999999999,-1.7952299999999999,2.1303396
9.684667999999999,-1.7952299999999999,2.1303396
9.684667999999999,-1.7952299999999999,2.1303396
9.684667999999999,-1.7952299999999999,2.1303396
9.617646,-1.8143792,2.2931072999999995
9.617646,-1.8143792,2.2931072999999995
9.617646,-1.8143792,2.2931072999999995
9.617646,-1.8143792,2.2931072999999995
9.655944,-1.8335283,2.2931072999999995
9.655944,-1.8335283,2.2931072999999995
9.655944,-1.8335283,2.2931072999999995
9.655944,-1.8335283,2.2931072999999995
9.722966,-1.9292740000000002,2.254809
9.722966,-1.9292740000000002,2.254809
9.722966,-1.9292740000000002,2.254809
9.722966,-1.9292740000000002,2.254809
9.847435,-1.9579976000000003,2.1399142999999996
9.847435,-1.9579976000000003,2.1399142999999996
9.847435,-1.9579976000000003,2.1399142999999996
9.847435,-1.9579976000000003,2.1399142999999996
9.62722,-1.8526775000000002,2.1877869999999997
9.62722,-1.8526775000000002,2.1877869999999997
9.62722,-1.8526775000000002,2.1877869999999997
9.62722,-1.8526775000000002,2.1877869999999997
9.531475,-1.8526775000000002,2.2165107999999996
9.531475,-1.8526775000000002,2.2165107999999996
9.531475,-1.8526775000000002,2.2165107999999996
9.531475,-1.8526775000000002,2.2165107999999996
9.5889225,-2.0250196,2.0824668
9.5889225,-2.0250196,2.0824668
9.5889225,-2.0250196,2.0824668
9.5889225,-2.0250196,2.0824668
9.818711,-1.9771467,2.1207652
9.818711,-1.9771467,2.1207652
9.818711,-1.9771467,2.1207652
