2.682930529117584229e-01,5.922781229019165039e-01,2.684870958328247070e-01,4.603359997272491455e-01,3.910580575466156006e-01,7.414654493331909180e-01,8.272906541824340820e-01,7.864317297935485840e-02,8.495093584060668945e-01,3.738830089569091797e-01,2.196026742458343506e-01,1.830162853002548218e-01,3.395848274230957031e-01,2.564735114574432373e-01
3.033365011215209961e-01,6.713447570800781250e-01,4.207948148250579834e-01,6.035739183425903320e-01,4.758317470550537109e-01,8.314657211303710938e-01,7.832963466644287109e-01,2.985527515411376953e-01,8.192890882492065430e-01,6.518713831901550293e-01,2.481810897588729858e-01,3.970418274402618408e-01,1.557310968637466431e-01,5.785748958587646484e-01
3.759126961231231689e-01,6.181967854499816895e-01,3.755280971527099609e-01,6.367116570472717285e-01,3.882731497287750244e-01,7.948484420776367188e-01,7.170758843421936035e-01,3.177776932716369629e-01,8.761280775070190430e-01,7.233549952507019043e-01,2.341849505901336670e-01,4.794991016387939453e-01,1.037933975458145142e-01,5.031415224075317383e-01
3.840048313140869141e-01,6.659594774246215820e-01,3.235480189323425293e-01,5.616876482963562012e-01,3.585471808910369873e-01,7.783586978912353516e-01,7.154092788696289062e-01,2.400589436292648315e-01,8.854347467422485352e-01,6.619521379470825195e-01,2.524888813495635986e-01,4.605748057365417480e-01,9.812781959772109985e-02,4.204493463039398193e-01
3.956264257431030273e-01,6.768168807029724121e-01,3.953989148139953613e-01,5.673796534538269043e-01,4.221854209899902344e-01,7.928391098976135254e-01,7.075199484825134277e-01,2.825880944728851318e-01,8.635156154632568359e-01,6.781840324401855469e-01,2.576948106288909912e-01,3.707258999347686768e-01,1.138566285371780396e-01,4.553326368331909180e-01
4.048035442829132080e-01,6.427672505378723145e-01,3.970452845096588135e-01,6.098235845565795898e-01,4.166636466979980469e-01,7.835185527801513672e-01,6.829778552055358887e-01,3.087997734546661377e-01,8.818749785423278809e-01,7.256384491920471191e-01,2.474408894777297974e-01,4.143502712249755859e-01,9.988886117935180664e-02,4.547023773193359375e-01
4.699502289295196533e-01,6.181627511978149414e-01,3.268253803253173828e-01,5.363112688064575195e-01,3.367789685726165771e-01,7.298724651336669922e-01,6.469117403030395508e-01,2.629339993000030518e-01,8.985340595245361328e-01,7.124984264373779297e-01,2.578427791595458984e-01,4.290744960308074951e-01,7.674119621515274048e-02,3.592716753482818604e-01
2.519060373306274414e-01,6.672122478485107422e-01,2.560624480247497559e-01,4.688277244567871094e-01,3.485368192195892334e-01,7.928776741027832031e-01,8.826493024826049805e-01,1.451825201511383057e-01,7.462123036384582520e-01,4.779450297355651855e-01,2.078094333410263062e-01,4.610476195812225342e-01,2.265757918357849121e-01,5.338677763938903809e-01
6.907828450202941895e-01,6.900154352188110352e-01,7.906758189201354980e-01,7.420529127120971680e-01,5.952092409133911133e-01,7.153818011283874512e-01,7.423521876335144043e-01,3.911405801773071289e-01,6.124764680862426758e-01,7.075415849685668945e-01,1.995581686496734619e-01,4.323383271694183350e-01,6.646222472190856934e-01,4.861328005790710449e-01
4.883877635002136230e-01,5.771589875221252441e-01,7.070052027702331543e-01,6.339998841285705566e-01,3.340460956096649170e-01,2.614628374576568604e-01,6.988728642463684082e-01,3.270532190799713135e-01,4.364269375801086426e-01,4.853984713554382324e-01,2.044026553630828857e-01,3.257969319820404053e-01,7.896202802658081055e-01,2.256777286529541016e-01
5.051200389862060547e-01,5.961585044860839844e-01,6.567808985710144043e-01,4.393743574619293213e-01,3.312441110610961914e-01,3.937559723854064941e-01,5.810432434082031250e-01,3.696087300777435303e-01,2.966032326221466064e-01,4.986123740673065186e-01,2.432509362697601318e-01,3.301699161529541016e-01,8.594986200332641602e-01,5.262766480445861816e-01
3.354823291301727295e-01,3.797698915004730225e-01,6.517508625984191895e-01,5.527982115745544434e-01,2.426570057868957520e-01,3.147598505020141602e-01,4.934523999691009521e-01,3.291575610637664795e-01,4.388674795627593994e-01,3.365105688571929932e-01,2.732161283493041992e-01,4.887671172618865967e-01,7.522838711738586426e-01,4.151927828788757324e-01
4.046930074691772461e-01,5.417175292968750000e-01,7.138127088546752930e-01,5.063226819038391113e-01,2.673945724964141846e-01,5.174404382705688477e-01,4.087454676628112793e-01,3.112975955009460449e-01,6.803324818611145020e-01,4.214128553867340088e-01,1.764954626560211182e-01,7.630451917648315430e-01,8.886206746101379395e-01,6.080040335655212402e-01
2.520941197872161865e-01,6.168276071548461914e-01,6.802390217781066895e-01,6.286453604698181152e-01,2.511849701404571533e-01,3.533836901187896729e-01,5.060532689094543457e-01,6.108433008193969727e-01,6.225707530975341797e-01,4.563805460929870605e-01,4.425215423107147217e-01,6.592552661895751953e-01,7.845258712768554688e-01,3.394381999969482422e-01
2.217053622007369995e-01,5.104479193687438965e-01,7.193016409873962402e-01,4.069961309432983398e-01,2.739685475826263428e-01,4.371159970760345459e-01,4.232021570205688477e-01,2.312115728855133057e-01,4.473598301410675049e-01,3.680098056793212891e-01,2.961128652095794678e-01,7.200491428375244141e-01,7.614060044288635254e-01,4.446496963500976562e-01
4.244903028011322021e-01,3.423639535903930664e-01,6.888894438743591309e-01,5.739686489105224609e-01,4.780068397521972656e-01,6.090878844261169434e-01,6.457120776176452637e-01,4.279698431491851807e-01,3.698768317699432373e-01,6.623243093490600586e-01,4.137819707393646240e-01,6.219822764396667480e-01,8.341287374496459961e-01,5.199467539787292480e-01
2.703586518764495850e-01,4.864261150360107422e-01,5.424253940582275391e-01,5.498871803283691406e-01,3.739280700683593750e-01,2.799773216247558594e-01,6.079599261283874512e-01,4.025144279003143311e-01,6.554959416389465332e-01,3.702643811702728271e-01,3.141217231750488281e-01,4.313634932041168213e-01,7.429331541061401367e-01,3.110837042331695557e-01
2.452926635742187500e-01,4.475628435611724854e-01,6.201670765876770020e-01,4.921399652957916260e-01,3.227649331092834473e-01,4.307720959186553955e-01,6.274586319923400879e-01,3.324765264987945557e-01,3.156996369361877441e-01,5.535352826118469238e-01,2.021436691284179688e-01,6.089937686920166016e-01,8.898786902427673340e-01,5.856438875198364258e-01
1.340890377759933472e-01,5.614449381828308105e-01,6.359355449676513672e-01,4.758137166500091553e-01,2.232478708028793335e-01,2.705581486225128174e-01,5.533226132392883301e-01,4.866600930690765381e-01,6.769959926605224609e-01,3.555150628089904785e-01,4.023948609828948975e-01,5.283135771751403809e-01,8.476603031158447266e-01,4.324924349784851074e-01
2.632492482662200928e-01,4.137911200523376465e-01,6.127232313156127930e-01,2.733479440212249756e-01,2.393235862255096436e-01,1.971929669380187988e-01,5.241512060165405273e-01,3.268711566925048828e-01,4.389460384845733643e-01,3.513785004615783691e-01,2.644947171211242676e-01,3.512865602970123291e-01,7.689186334609985352e-01,4.435350298881530762e-01
2.560755014419555664e-01,4.677157700061798096e-01,6.864235997200012207e-01,5.709902644157409668e-01,3.345636129379272461e-01,4.173383414745330811e-01,6.596854329109191895e-01,3.186472952365875244e-01,5.255185961723327637e-01,5.380547642707824707e-01,2.173716723918914795e-01,4.885151386260986328e-01,8.072441220283508301e-01,5.092461109161376953e-01
3.593540489673614502e-01,4.713467359542846680e-01,7.415523529052734375e-01,5.776290297508239746e-01,2.881006300449371338e-01,3.459624648094177246e-01,6.300800442695617676e-01,3.211031854152679443e-01,5.322489142417907715e-01,4.360695183277130127e-01,3.216531872749328613e-01,5.893806219100952148e-01,8.427765965461730957e-01,5.393680334091186523e-01
2.508535385131835938e-01,5.583761334419250488e-01,6.499403119087219238e-01,4.733686447143554688e-01,2.099168896675109863e-01,3.446996212005615234e-01,3.529487848281860352e-01,3.911055326461791992e-01,6.181174516677856445e-01,3.398512005805969238e-01,2.747789621353149414e-01,4.888083636760711670e-01,7.722370028495788574e-01,3.894178271293640137e-01
2.931240499019622803e-01,2.787677347660064697e-01,7.266775965690612793e-01,6.284604668617248535e-01,2.974113225936889648e-01,4.505803883075714111e-01,4.670975506305694580e-01,3.082094192504882812e-01,5.289905667304992676e-01,6.007478833198547363e-01,2.768139541149139404e-01,6.512660980224609375e-01,7.644286155700683594e-01,4.961047470569610596e-01
3.500595688819885254e-01,4.054225683212280273e-01,6.946752071380615234e-01,5.083169937133789062e-01,3.970472812652587891e-01,2.493409365415573120e-01,5.743239521980285645e-01,3.433256745338439941e-01,5.735144615173339844e-01,3.656805157661437988e-01,3.213434815406799316e-01,5.019007921218872070e-01,7.322502136230468750e-01,2.761544883251190186e-01
2.680692076683044434e-01,3.550083637237548828e-01,5.424985289573669434e-01,5.288282632827758789e-01,3.610001504421234131e-01,4.314193427562713623e-01,6.300259828567504883e-01,3.886332213878631592e-01,5.916351079940795898e-01,6.486387252807617188e-01,1.785632073879241943e-01,6.413622498512268066e-01,8.767639398574829102e-01,4.857113957405090332e-01
5.487475395202636719e-01,5.381833314895629883e-01,6.759749650955200195e-01,4.237482547760009766e-01,3.812077939510345459e-01,3.692582547664642334e-01,5.089970827102661133e-01,4.410453438758850098e-01,5.111105442047119141e-01,3.381406962871551514e-01,2.688243985176086426e-01,4.958106577396392822e-01,7.625844478607177734e-01,3.875142931938171387e-01
3.836476802825927734e-01,4.670130312442779541e-01,5.926541090011596680e-01,3.902075290679931641e-01,4.393811225891113281e-01,4.820013344287872314e-01,4.456699490547180176e-01,3.058341741561889648e-01,4.941748678684234619e-01,5.507156848907470703e-01,2.337348014116287231e-01,7.050502896308898926e-01,8.518025279045104980e-01,5.558590292930603027e-01
5.496570467948913574e-01,5.890590548515319824e-01,7.356265187263488770e-01,6.598500013351440430e-01,4.706787467002868652e-01,2.572957873344421387e-01,6.207900643348693848e-01,4.634366333484649658e-01,4.032686352729797363e-01,5.902360677719116211e-01,3.656559586524963379e-01,4.075213372707366943e-01,6.672186851501464844e-01,3.623550534248352051e-01
2.834802567958831787e-01,3.877220153808593750e-01,6.984894871711730957e-01,4.790096282958984375e-01,3.588304817676544189e-01,3.050059080123901367e-01,5.534363389015197754e-01,2.728857398033142090e-01,5.118401050567626953e-01,3.184496760368347168e-01,2.674294114112854004e-01,4.274943768978118896e-01,7.427539229393005371e-01,3.653921186923980713e-01
5.879502296447753906e-01,4.420792162418365479e-01,6.909850835800170898e-01,5.038170218467712402e-01,4.133510887622833252e-01,5.975280404090881348e-01,6.330870985984802246e-01,4.588437378406524658e-01,3.919312059879302979e-01,3.377675414085388184e-01,3.014739751815795898e-01,6.572279930114746094e-01,7.635589241981506348e-01,5.158685445785522461e-01
4.464587569236755371e-01,5.110389590263366699e-01,6.188902258872985840e-01,3.800341784954071045e-01,5.030040740966796875e-01,5.436773300170898438e-01,4.239718616008758545e-01,4.820682406425476074e-01,6.975441575050354004e-01,1.901429444551467896e-01,3.013102710247039795e-01,6.869719624519348145e-01,7.561637163162231445e-01,4.146711230278015137e-01
