7.206754684448242188e-01,5.852092504501342773e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.215199470520019531e-01,2.198336124420166016e+00,2.255924791097640991e-01,3.138428926467895508e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.570367306470870972e-02,1.285975575447082520e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.986242055892944336e+00
1.606353521347045898e+00,3.323682248592376709e-01,0.000000000000000000e+00,1.812373101711273193e-01,7.825975418090820312e-01,2.933946609497070312e+00,1.292413711547851562e+00,2.467411041259765625e+00,8.389970064163208008e-01,1.274046897888183594e+00,1.307216644287109375e+00,1.047121644020080566e+00,8.282241225242614746e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.997717618942260742e+00
2.018138885498046875e+00,1.808895349502563477e+00,0.000000000000000000e+00,6.525088548660278320e-01,3.213492870330810547e+00,1.692532062530517578e+00,1.060406684875488281e+00,1.028224110603332520e+00,1.280052781105041504e+00,0.000000000000000000e+00,1.494380950927734375e+00,1.125918030738830566e+00,2.184212446212768555e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.158753395080566406e+00
1.819311261177062988e+00,1.619944572448730469e+00,0.000000000000000000e+00,1.703278779983520508e+00,2.403306961059570312e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.442312955856323242e+00,2.635041713714599609e+00,2.131464719772338867e+00,8.659768700599670410e-01,2.034479856491088867e+00,2.200083732604980469e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.283707380294799805e+00
1.622403502464294434e+00,1.359351158142089844e+00,4.405636787414550781e-01,1.936826705932617188e+00,1.221398711204528809e+00,0.000000000000000000e+00,1.735727638006210327e-01,6.165083646774291992e-01,2.222274780273437500e+00,0.000000000000000000e+00,8.912949562072753906e-01,7.420511841773986816e-01,1.157173514366149902e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.374372720718383789e+00
4.436082541942596436e-01,9.173845648765563965e-01,1.087472558021545410e+00,9.556505680084228516e-01,4.344407021999359131e-01,5.647466182708740234e-01,2.341388612985610962e-01,0.000000000000000000e+00,3.707334399223327637e-01,3.595872819423675537e-01,3.139596283435821533e-01,5.874515771865844727e-01,1.644843220710754395e+00,0.000000000000000000e+00,4.071798324584960938e-01,1.020349025726318359e+00
3.892557024955749512e-01,6.924830079078674316e-01,1.117353081703186035e+00,6.870508193969726562e-01,4.782203137874603271e-01,1.403537988662719727e-01,1.664495617151260376e-01,0.000000000000000000e+00,4.069862961769104004e-01,3.775413334369659424e-01,3.189342021942138672e-01,3.932457566261291504e-01,1.723912596702575684e+00,0.000000000000000000e+00,1.650560647249221802e-01,1.075547933578491211e+00
2.420333325862884521e-01,1.184979081153869629e+00,1.216197729110717773e+00,8.071155548095703125e-01,4.685547947883605957e-01,9.549739360809326172e-01,3.167934119701385498e-01,2.748307585716247559e-01,3.317136168479919434e-01,3.539656400680541992e-01,4.435739517211914062e-01,4.430155158042907715e-01,1.618384957313537598e+00,0.000000000000000000e+00,2.120026797056198120e-01,7.407795786857604980e-01
6.128513216972351074e-01,5.295451283454895020e-01,9.259856343269348145e-01,9.384009838104248047e-01,2.202835977077484131e-01,9.535230398178100586e-01,2.100756950676441193e-02,0.000000000000000000e+00,2.316628694534301758e-01,2.739147245883941650e-01,3.290072083473205566e-01,5.959031581878662109e-01,1.321029782295227051e+00,0.000000000000000000e+00,5.243080854415893555e-01,1.296233892440795898e+00
1.434408500790596008e-02,7.559163570404052734e-01,2.014017552137374878e-01,2.280321568250656128e-01,2.653219997882843018e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.521249651908874512e-01,5.664572119712829590e-01,0.000000000000000000e+00,1.278483122587203979e-01,1.069780349731445312e+00,0.000000000000000000e+00,1.909758895635604858e-01,9.789634346961975098e-01
8.510334491729736328e-01,7.812942564487457275e-02,2.058283686637878418e-01,1.760234534740447998e-01,4.224197566509246826e-01,3.399570882320404053e-01,1.892119497060775757e-01,2.066381275653839111e-01,5.334318876266479492e-01,9.065914154052734375e-02,4.639529287815093994e-01,2.369553595781326294e-01,1.227444410324096680e+00,0.000000000000000000e+00,3.984262347221374512e-01,4.904450774192810059e-01
6.024785041809082031e-01,8.276628255844116211e-01,1.073813676834106445e+00,1.368850767612457275e-01,3.179717659950256348e-01,2.782612442970275879e-01,7.845339179039001465e-01,2.237336933612823486e-01,7.650644779205322266e-01,4.099217653274536133e-01,0.000000000000000000e+00,7.098404765129089355e-01,1.302613973617553711e+00,0.000000000000000000e+00,1.856586188077926636e-01,6.396349072456359863e-01
8.931124210357666016e-01,2.015987634658813477e-01,4.962186217308044434e-01,4.189411997795104980e-01,0.000000000000000000e+00,6.047459840774536133e-01,1.125499308109283447e-01,3.552287220954895020e-01,4.732118844985961914e-01,6.238847374916076660e-01,1.723176538944244385e-01,5.500380396842956543e-01,1.132496118545532227e+00,0.000000000000000000e+00,1.655432432889938354e-01,3.100587129592895508e-01
