7.163050174713134766e-01,9.511518478393554688e-01,7.640333175659179688e-01,7.538215517997741699e-01,4.421929121017456055e-01,2.132679708302021027e-02,7.835331559181213379e-02,8.356974720954895020e-01,7.408525943756103516e-01,8.975090980529785156e-01,9.049113392829895020e-01,8.683446049690246582e-01,9.466074109077453613e-01,2.244220376014709473e-01,9.606655687093734741e-02,7.615931034088134766e-01,6.968402266502380371e-01,2.609277144074440002e-02,6.366026997566223145e-01,6.460207104682922363e-01,8.724364638328552246e-02,1.193182449787855148e-02,9.833327531814575195e-01,3.558764979243278503e-02,8.020384311676025391e-01,6.367073655128479004e-01,9.841216802597045898e-01,5.275277420878410339e-02
1.426954120397567749e-01,4.848076775670051575e-02,3.661177158355712891e-01,9.741028547286987305e-01,2.666499614715576172e-01,6.561876535415649414e-01,1.125230789184570312e-01,1.632366180419921875e-01,9.737262725830078125e-01,9.464598894119262695e-01,9.587690234184265137e-01,9.871163368225097656e-01,5.554769039154052734e-01,6.257613897323608398e-01,5.741268992424011230e-01,4.562211930751800537e-01,1.894263327121734619e-01,6.452336311340332031e-01,9.661982059478759766e-01,6.502590328454971313e-02,2.922460436820983887e-01,5.131911039352416992e-01,3.473941981792449951e-01,5.743836760520935059e-01,3.258663415908813477e-01,3.858883976936340332e-01,6.604942679405212402e-02,9.561191499233245850e-02
5.563675165176391602e-01,7.484244704246520996e-01,5.361226797103881836e-01,9.549537301063537598e-01,3.409697115421295166e-01,1.634393185377120972e-01,8.174412697553634644e-02,3.363467156887054443e-01,8.966431021690368652e-01,9.643380045890808105e-01,9.622558355331420898e-01,9.529928565025329590e-01,7.889021039009094238e-01,2.287064343690872192e-01,4.365904629230499268e-01,5.374431014060974121e-01,2.041663825511932373e-01,2.365218102931976318e-01,8.624744415283203125e-01,2.175887525081634521e-01,1.368329524993896484e-01,5.105865746736526489e-02,8.945844769477844238e-01,2.494556754827499390e-01,6.624017953872680664e-01,1.700794696807861328e-01,6.108521819114685059e-01,8.339159190654754639e-02
4.353111088275909424e-01,1.859836727380752563e-01,3.941137492656707764e-01,8.677567839622497559e-01,1.799849569797515869e-01,1.582397371530532837e-01,1.347991973161697388e-01,5.216723084449768066e-01,9.687314629554748535e-01,9.361769556999206543e-01,8.863562345504760742e-01,9.503714442253112793e-01,4.416218400001525879e-01,8.622360229492187500e-01,1.265133917331695557e-01,7.286845445632934570e-01,9.149336814880371094e-01,3.166486024856567383e-01,6.850489974021911621e-01,9.114944934844970703e-02,3.031593002378940582e-02,2.614313960075378418e-01,8.754572272300720215e-01,1.383245289325714111e-01,7.754185795783996582e-01,2.103453129529953003e-01,1.733743101358413696e-01,3.404920548200607300e-02
3.350994586944580078e-01,4.046343266963958740e-01,4.767351746559143066e-01,9.506002664566040039e-01,2.842329740524291992e-01,1.682921051979064941e-01,2.191492468118667603e-01,2.981419861316680908e-01,9.259402155876159668e-01,9.356157779693603516e-01,9.110399484634399414e-01,9.410118460655212402e-01,4.994744658470153809e-01,6.797528862953186035e-01,1.587446630001068115e-01,6.665470004081726074e-01,6.777646541595458984e-01,3.918099403381347656e-01,7.688373327255249023e-01,1.016823351383209229e-01,4.554672911763191223e-02,1.174217984080314636e-01,9.052420854568481445e-01,2.097415179014205933e-01,7.128363251686096191e-01,2.192872613668441772e-01,2.839007377624511719e-01,9.211092442274093628e-02
4.393768906593322754e-01,2.736473977565765381e-01,4.493315815925598145e-01,8.431308865547180176e-01,2.987449169158935547e-01,1.520898342132568359e-01,1.511337757110595703e-01,6.764822006225585938e-01,9.303618073463439941e-01,9.289641976356506348e-01,9.290052056312561035e-01,9.639369249343872070e-01,5.953425765037536621e-01,7.607449889183044434e-01,1.688589900732040405e-01,7.708798646926879883e-01,8.014796376228332520e-01,2.238348722457885742e-01,6.674224734306335449e-01,1.721473485231399536e-01,2.439196221530437469e-02,1.142311915755271912e-01,8.995283246040344238e-01,6.186899542808532715e-02,8.412956595420837402e-01,3.025996983051300049e-01,3.886951506137847900e-01,3.324519470334053040e-02
3.119468688964843750e-03,5.459787324070930481e-03,2.785174176096916199e-03,9.980456233024597168e-01,3.272232413291931152e-01,3.026857972145080566e-01,3.368823826313018799e-01,2.329465188086032867e-02,9.743188619613647461e-01,9.981905817985534668e-01,9.988808035850524902e-01,7.512432932853698730e-01,9.912453889846801758e-01,6.972618401050567627e-03,9.989650249481201172e-01,6.596161518245935440e-03,7.900854945182800293e-02,9.840190410614013672e-01,9.766998887062072754e-01,8.524757027626037598e-01,9.537658691406250000e-01,1.689489781856536865e-01,1.454720273613929749e-02,3.146575689315795898e-01,6.269393861293792725e-02,1.869893968105316162e-01,9.100645184516906738e-01,4.905068315565586090e-03
9.597595334053039551e-01,1.059518307447433472e-01,9.723286628723144531e-01,3.381525725126266479e-02,9.543870091438293457e-01,9.879857897758483887e-01,6.715703606605529785e-01,8.255594372749328613e-01,8.058872222900390625e-01,1.915470063686370850e-01,7.312085945159196854e-03,2.179887145757675171e-02,4.145259037613868713e-02,9.339564442634582520e-01,1.438302397727966309e-01,8.388932347297668457e-01,9.281655550003051758e-01,6.995408236980438232e-02,8.893749713897705078e-01,2.725497484207153320e-01,1.504990831017494202e-02,1.264607459306716919e-01,9.731991887092590332e-01,3.737463057041168213e-01,9.636203050613403320e-01,5.591049045324325562e-02,6.866683959960937500e-01,8.254929184913635254e-01
8.290793001651763916e-02,6.971290707588195801e-01,2.729856669902801514e-01,3.609244525432586670e-01,8.789564371109008789e-01,4.790547192096710205e-01,1.353759020566940308e-01,9.325252771377563477e-01,4.338069856166839600e-01,9.315501898527145386e-02,7.839986681938171387e-02,2.034517973661422729e-01,2.642911672592163086e-01,3.671741485595703125e-01,8.831301331520080566e-02,1.906082183122634888e-01,7.719262242317199707e-01,8.499889373779296875e-01,8.445004224777221680e-01,9.350010752677917480e-01,1.055820658802986145e-01,8.369287252426147461e-01,3.112366199493408203e-01,9.552580118179321289e-01,9.823979735374450684e-01,7.754797935485839844e-01,6.746057868003845215e-01,7.837307453155517578e-01
6.888037919998168945e-01,7.097063660621643066e-01,2.062128931283950806e-01,5.383448675274848938e-02,9.124499559402465820e-01,6.289454102516174316e-01,9.219485521316528320e-01,2.856061756610870361e-01,1.885772496461868286e-01,5.247518420219421387e-02,4.273810386657714844e-01,3.543175756931304932e-01,4.367465674877166748e-01,6.072114706039428711e-01,2.821793258190155029e-01,1.833276897668838501e-01,7.554195523262023926e-01,4.364957213401794434e-01,4.983566999435424805e-01,2.050663381814956665e-01,4.610250592231750488e-01,7.730808854103088379e-01,5.831686854362487793e-01,5.088790059089660645e-01,8.997446298599243164e-01,5.272282361984252930e-01,5.868540406227111816e-01,4.203015863895416260e-01
