IQR_z,IQR_x,IQR_y,AutoCor_x,AutoCor_y,AutoCor_z,PartAutoCor_x,PartAutoCor_z,PartAutoCor_y,mean_x,mean_z,mean_y,energy_y,energy_x,energy_z,entropy_x,entropy_z,entropy_y,median_y,median_x,median_z,variance_x,variance_y,variance_z,stdDev_y,stdDev_z,stdDev_x,ar_z3,ar_x1,ar_y3,ar_z2,ar_y2,ar_z1,ar_x2,ar_y1,ar_x3,wtSumDet_x,wtSumDet_z,squaredwtSumApr_z,enratioy,enratiox,enApprz,enratioz,enDetz,squaredwtSumDet_y,squaredwtSumApr_x,wtSumApr_z,enDetx,enAppry,wtSumApr_x,squaredwtSumDet_x,squaredwtSumDet_z,enDety,squaredwtSumApr_y,wtSumApr_y,enApprx,wtSumDet_y,user
-0.2680869999999995,-2.1447017,-2.3840654999999997,0.7936847832488744,0.968583721079019,0.9852806697163448,0.7849309620973477,0.9483357849939564,0.9259592669749116,9.705731980000001,-4.140997392,2.341746009599999,143.22169260264124,137.10363763322403,168.1314233387368,3.905852476448405,3.7296976677754317,3.8931138840514707,9.608071,-3.5665238,1.4409714,0.1532835889708976,2.2664325494081554,3.791247639873757,0.3915144811764919,1.5054675517619618,1.9471126418042066,0.9998629343508783,-9.325873406851315e-15,0.0004448245982484611,0.9719053574922244,0.0,0.013325711156383369,0.5859711885182968,8.881784197001252e-16,0.31190448616032707,-0.744725569052453,-1.4488311062169357,3.439280154998839,343.1494449718569,-146.40636683795043,82.79322416023491,0.5546161732004999,2.0991115743417894,11.828647984568839,117751.54158449345,21434.82425068851,6854.717966846906,0.23073708045524452,13.734979532903404,0.016799230017233928,0.3673887076054774,6.21312740376902,0.059131043632327795,0.32202421441423523,4.277229772462371,0.07528803256899809,5
-0.09574499999999908,-0.33510960000000045,-0.17234210000000005,0.7716168512090502,0.7913534525222806,0.7830328469981797,0.7638593472050289,0.7473700540950952,0.7747560656097383,9.674710419999997,-2.4777047379999995,0.7487306324,135.68510495276576,62.515745008780286,167.6753083183995,3.9111238685969623,3.9091912330545777,3.9110326005163834,9.6942425,-2.427151,0.751603,0.003984811280534278,0.06800597463009632,0.020535508701040643,0.06312536162695845,0.26077955178674633,0.14330215874522143,0.9980147498918903,1.1546319456101628e-14,0.0017851167767561904,0.9843922316081261,-6.106226635438361e-16,0.007048489171895045,0.9884303725756569,-2.498001805406602e-16,-0.002021555343842789,0.027080068399102153,-0.21664754754994298,0.22341778385282102,342.0526671999075,-87.60009110089192,26.471625372606606,0.000733330104500051,0.0469361598594048,0.049915506141705854,117000.02713857067,7673.775960884563,700.7469498676298,0.036130523289456914,13.682344398424922,0.0026406675813259147,0.14392447885643156,3.520031106691558,0.04088727471266716,0.09146587049398215,1.0738150266116717,0.0851784229380684,5
-0.06702199999999969,-0.08617089999999994,-0.04787283999999992,0.6809662669236138,0.735485782977123,0.760466877183179,0.6692135811205713,0.6573255122985262,0.759789282027003,9.693859359999998,-2.427151042,0.6548999377999999,136.876336545134,60.47490596105621,166.98101776951708,3.9119155316666907,3.9116904324331996,3.9118665056642445,9.6942425,-2.427151,0.6558574,0.0016836444443779673,0.007610664300931869,0.0022197775185614963,0.04103223664849343,0.0872391213901875,0.047114514945624734,0.9999970748499746,-4.973799150320701e-14,-2.9251499995552876e-06,0.9923266020650932,1.6431300764452317e-14,0.009938724104638252,0.9998275024489715,1.1032841307212493e-15,-0.0004940244093807888,-0.06770264587148755,0.18956663062270462,0.0067702575160808465,342.72968446623435,-85.81274803810973,23.154209350851414,0.004583648258000051,0.035935507445644936,4.5836386834049195e-05,117463.63661432455,7363.827725852106,536.117410663055,0.025833735803402563,13.709283392800831,0.0018843972411401648,0.05030061752375412,3.4343137758903057,0.014646482763711442,0.018615067466435424,0.9283275824085421,0.020052261528348332,5
-0.0670225000000002,-0.13404369999999943,-0.10532020000000009,0.6377562775097636,0.8090914295705331,0.7914393863684256,0.6343441109577783,0.7949705517410831,0.7517597502470471,9.719902379999997,-2.3450012940000002,0.5951546828000002,137.249434413939,58.72840819313203,168.24989906310344,3.9119174498790996,3.9102784139893756,3.911694901292899,9.703817,-2.360129,0.6079846,0.002482412973117976,0.03303975127933035,0.004836589807022083,0.049823819334912256,0.18176840011214918,0.06954559516620792,0.9999950675794393,-3.552713678800501e-15,-4.932420564429663e-06,0.9928730676530964,2.7755575615628914e-16,0.0030297620230919087,0.981850948007466,-3.3306690738754696e-15,0.00798008455464494,-0.06770264587148667,0.060932310573660775,0.11509400300678135,343.6504442684631,-82.90831584393146,21.041895603140443,0.0045836482579999305,0.003712746471845053,0.013246629528124994,118095.62784591207,6873.788836077097,442.7613705734611,0.01669387176511189,13.746184612376343,0.0012144367499678133,0.02704707468732614,3.3259718137683754,0.008132081749869492,0.027848645669155413,0.8468307752282591,0.03288572697614697,5
-0.08617100000000022,-0.17473577499999982,-0.14361843000000007,0.7025795123877152,0.8489365874212977,0.7075659300073137,0.6846219450306356,0.8316312566779217,0.6950345164697822,9.71415758,-2.390767716000001,0.6112399380000002,137.52520166937254,59.58384625026494,167.32797793958488,3.9119697660050385,3.910522774597775,3.9117444111295216,9.713391,-2.360129,0.5792609000000001,0.002854335129105748,0.026790749709793598,0.007410894143970787,0.05342597803602427,0.16367880042874702,0.08608655030822636,0.9978670233043694,-2.4868995751603507e-14,0.002375918697524071,0.9967042189383832,-1.7763568394002505e-15,-0.00020190086894000814,0.9987546765537192,2.3592239273284576e-16,-0.0003335460704460558,-0.12186348977647121,-0.230188147434919,-0.0744725569052454,343.44733491663516,-84.5264032112737,21.61059525459224,0.014850710140500104,0.05298658321952,0.005546161732005015,117956.07186133935,7144.712839834821,467.0178272578047,0.028078143433104864,13.738068317374804,0.0020438203380888625,0.059639620354059876,3.388287698654135,0.017601699046320474,0.034228209737891535,0.8721137000373343,0.03924741663435199,5
-0.10531999999999897,-0.2010657,-0.09095827999999995,0.6756637061435464,0.7706938254323132,0.7110515210414907,0.6694484459759037,0.7494200242167631,0.6733211999219184,9.662454719999998,-2.533237148000001,0.7316879155999998,136.54858390776462,62.89467727917957,165.42979120837902,3.9119182972673876,3.9103909799675045,3.9116965019463756,9.636795,-2.5516202,0.751603,0.0032943958129403724,0.028342950879926193,0.008893475633081864,0.05739682755118415,0.1683536482524991,0.09430522590547072,0.9990627087213184,0.0,0.0007773772908477028,0.9972922378133295,-3.3306690738754696e-16,0.004590524578177213,0.9998634798492487,-4.85722573273506e-16,0.003920947910413419,0.08124232651764629,-0.08124275078171594,-0.06770243373945278,341.61936277099824,-89.56345828522349,25.869074341650517,0.006600315617999853,0.006600384554580007,0.004583619534244994,116703.78902006289,8021.613060008968,669.2090072938412,0.025476328056452616,13.664987025409232,0.0018643506948876642,0.05823978073045948,3.5898107481703647,0.016223635399203934,0.04260410279153811,1.0422813988248636,0.0408758161083684,5
-0.047872999999999166,-0.1436185000000001,-0.09335193499999994,0.563075689049743,0.8013030044343317,0.6738574324941614,0.5458733067290042,0.777953717483928,0.6610921259174114,9.643688650000001,-2.4861303219999984,0.8130716752000001,134.04351424310758,63.10816623831788,168.25776803426342,3.911812240762321,3.911432618299726,3.91177916411887,9.64637,-2.4989602,0.7946885300000001,0.0017961961778290589,0.016592137710336463,0.002612058540289239,0.042381554688673925,0.1288104720523004,0.051108302068149744,1.0005556130589977,-3.552713678800501e-15,-0.0006273051626344284,0.9969236529601306,2.220446049250313e-16,0.0003124640952809621,0.999708137516199,8.881784197001252e-16,0.0014645693636923252,-0.13540564529636168,0.08124268007103774,-0.08801301536886441,340.9558820033371,-87.89798047998475,28.746424756231306,0.018334688778124112,0.006600373065124994,0.007746290874319963,116250.91347267352,7726.05497245978,826.3569362656681,0.027484323327034696,13.63833665491351,0.0020152254649860738,0.05530085854433907,3.520106583740351,0.015709995487005444,0.01333581605448903,1.1520038579684515,0.011576190446103732,5
-0.09574499999999908,-1.6133134500000001,-0.48351532499999983,0.773464360333872,0.9726395277556481,0.9504899756758027,0.6865438759032857,0.8789952685391531,0.9238924168312749,9.631241769999997,-3.77505766,1.2192245456000002,154.59814716510758,103.017447936848,149.37866594756815,3.8783773860428923,3.687164599691654,3.8714795136646796,9.598496,-2.4845984,0.83777404,0.08556230221520623,6.326535915265478,0.6284274891998217,0.29251034548406357,2.5152606058350053,0.7927341857141155,0.9927175790518183,-9.992007221626409e-16,0.005067809232379261,0.8128465794592707,-4.440892098500626e-16,0.27714961727350684,0.988548289049533,-2.220446049250313e-16,0.025685647298809178,0.5619296272809633,5.910417084371628,-1.056156891533157,340.51581834070635,-133.46844353781103,43.10609719914236,0.31576490601612234,34.933030111232014,1.1154673795329806,115951.02254024093,17813.82542040585,1858.1356157419089,0.1853957300816418,13.625526287083181,0.013606500488527516,0.6186603808492899,6.3654843020572365,0.09718983685960036,0.24326169227800964,2.036064491387427,0.1194764180147579,5
-5.06494225,-6.6734686,-1.49602505,0.9004816978255797,0.8679249817567506,0.6633244725069825,0.8877998038676247,0.8153613779667387,0.5473888557302996,7.389454094400004,-6.755426936000001,1.3752898828000004,232.15463250097176,221.4665373526685,61.206406357039526,3.581251060299076,3.297507720614758,3.5482931757699516,8.688913000000001,-6.975067,1.3691621500000002,27.122167853794483,31.488058129490717,2.220697501716429,5.207894762165849,5.611422112930974,1.4902004904429569,1.003363687810038,0.0,-0.03363887956244038,0.9992819043504164,1.1102230246251565e-16,-0.00368886614334607,0.9736179395850275,2.220446049250313e-16,-0.024755961074519772,-4.833949399077023,6.573898205586088,-4.136614480053084,261.25665497084697,-238.84040981279315,48.62384011125662,23.367066792837107,43.216137617407995,17.111579356584848,68255.03976655618,57044.74135954298,2364.277827165048,2.2508859753515593,12.541970536797347,0.1794682875986355,2.733386228441276,12.063033608310894,0.22659194338628838,1.104091683629798,2.629903644806744,0.41982210481743,5
-9.2203014,-15.817173300000002,-5.632234950000001,0.9212651131597867,0.8704699932141698,0.8320114339436604,0.9184988535472693,0.848975002727249,0.8126081851916873,1.7688042588000008,-8.694466698000005,1.9949553627999996,325.7274578308526,299.8341705744904,49.11616471697907,3.5152166440361117,3.14279990392465,3.6880243420337897,0.27287498,-7.7984796,1.0675635,58.859418021406746,70.47635877926704,15.96937235253961,7.671989182826494,8.3950198796231,3.9961697101774356,0.9629595326149903,-0.0009333245384293143,-0.039530775900197324,0.9682134718818909,0.000397568782995128,-0.03234456962292209,0.9306593143578813,-0.0039263186623902935,-0.07319416192713535,-2.7622562842947858,-4.854259132178301,1.5503841557853484,62.53667429945624,-307.39581804782057,70.53232326001745,7.630059780126036,23.56383172233643,2.4036910305102475,3910.8356324362703,94492.18895328882,4974.808624455599,1.246347452097935,10.957573379289059,0.11374301672062355,3.047911124425339,16.734138857743165,0.18213731524135285,1.841629224118463,5.988995359071455,0.30750219589483746,5
