9.927738308906555176e-01,1.823338627815246582e+00,2.739809751510620117e+00,4.123698234558105469e+00,0.000000000000000000e+00,9.569393098354339600e-02,1.013266205787658691e+00,1.107164621353149414e+00,3.148097991943359375e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.672667741775512695e+00,0.000000000000000000e+00,2.794075012207031250e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.087379217147827148e+00,1.464503049850463867e+00,0.000000000000000000e+00,1.152918934822082520e+00,1.127238750457763672e+00,1.003606915473937988e+00,3.173799216747283936e-01,0.000000000000000000e+00,2.003051519393920898e+00,0.000000000000000000e+00,2.637742042541503906e+00,5.787383317947387695e-01
1.895692110061645508e+00,0.000000000000000000e+00,5.041682720184326172e-02,9.878641366958618164e-02,0.000000000000000000e+00,5.154584646224975586e-01,2.456495314836502075e-01,1.328026771545410156e+00,0.000000000000000000e+00,2.065380334854125977e+00,0.000000000000000000e+00,1.621386408805847168e+00,0.000000000000000000e+00,7.672271132469177246e-01,8.335859775543212891e-01
1.828639149665832520e+00,4.921303689479827881e-01,6.054192036390304565e-02,3.038635849952697754e-01,0.000000000000000000e+00,2.893514931201934814e-01,0.000000000000000000e+00,1.799551129341125488e+00,7.000632286071777344e-01,5.281850695610046387e-01,3.642771840095520020e-01,9.239846467971801758e-01,0.000000000000000000e+00,4.046845734119415283e-01,7.196272611618041992e-01
1.631775736808776855e+00,5.684705376625061035e-01,0.000000000000000000e+00,7.492843270301818848e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.458751201629638672e+00,1.836831867694854736e-01,1.617281913757324219e+00,0.000000000000000000e+00,1.030744671821594238e+00,0.000000000000000000e+00,7.233130335807800293e-01,7.388928532600402832e-01
1.627269864082336426e+00,1.450088381767272949e+00,7.297828793525695801e-03,4.198665022850036621e-01,1.698110401630401611e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.061874747276306152e+00,1.730342209339141846e-01,7.916388511657714844e-01,0.000000000000000000e+00,3.407304286956787109e-01,1.750922501087188721e-01,8.792585730552673340e-01,6.453398466110229492e-01
1.740866780281066895e+00,6.218284964561462402e-01,4.639223963022232056e-02,2.322492599487304688e-01,2.619042098522186279e-01,1.630201041698455811e-01,0.000000000000000000e+00,1.890764832496643066e+00,1.884223520755767822e-01,4.143592715263366699e-01,1.844331026077270508e-01,2.570892274379730225e-01,0.000000000000000000e+00,6.624470353126525879e-01,3.547064661979675293e-01
1.835252404212951660e+00,6.864626407623291016e-01,0.000000000000000000e+00,2.589827775955200195e-01,1.488993465900421143e-01,4.652752280235290527e-01,9.029249101877212524e-02,1.400811433792114258e+00,0.000000000000000000e+00,2.344211637973785400e-01,1.082241773605346680e+00,4.442642331123352051e-01,0.000000000000000000e+00,2.788739204406738281e-01,0.000000000000000000e+00
1.885992527008056641e+00,1.008232235908508301e+00,1.340724080801010132e-01,2.385300397872924805e-01,3.256045579910278320e-01,1.981161534786224365e-01,0.000000000000000000e+00,1.538654685020446777e+00,5.817468166351318359e-01,0.000000000000000000e+00,8.354824781417846680e-01,1.257566064596176147e-01,5.838155001401901245e-02,2.555418312549591064e-01,1.158226430416107178e-01
1.804034352302551270e+00,9.857254028320312500e-01,1.900280714035034180e-01,0.000000000000000000e+00,4.701986014842987061e-01,0.000000000000000000e+00,4.817111492156982422e-01,1.200493335723876953e+00,4.201512038707733154e-02,5.114147067070007324e-01,2.170766741037368774e-01,3.334394395351409912e-01,4.961686134338378906e-01,5.044434070587158203e-01,3.634275794029235840e-01
