0.83;0.72;0.74;0.77;0.79;0.73
0.96;0.97;0.96;0.97;0.98;0.95
0.98;0.95;0.97;0.97;0.98;0.92
0.91;0.95;0.96;0.97;0.98;0.90
0.77;0.75;0.74;0.68;0.74;0.72
