2.944652557373046875e+00,3.881480216979980469e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.662460327148437500e+00,2.863142251968383789e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.421150207519531250e+00,0.000000000000000000e+00,1.426482439041137695e+00,0.000000000000000000e+00,1.526922821998596191e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.567774057388305664e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.952460527420043945e+00,0.000000000000000000e+00,1.603448748588562012e+00,0.000000000000000000e+00,4.497378826141357422e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.699460029602050781e+00,1.316337704658508301e+00,3.207406759262084961e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.960426211357116699e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.407091140747070312e+00,0.000000000000000000e+00,2.851506948471069336e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.110693097114562988e-01,0.000000000000000000e+00,2.462207078933715820e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.542651653289794922e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.009871959686279297e+00,0.000000000000000000e+00,3.998358964920043945e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.381547451019287109e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.507537126541137695e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.183680057525634766e+00,0.000000000000000000e+00,4.368514537811279297e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.442110657691955566e-03,0.000000000000000000e+00,1.979482650756835938e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.472759008407592773e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.761118173599243164e+00,0.000000000000000000e+00,3.838982343673706055e+00,8.182708024978637695e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.299020528793334961e-01,0.000000000000000000e+00,5.639676451683044434e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.951899290084838867e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.734174013137817383e-01,0.000000000000000000e+00,4.420263767242431641e+00,1.183755397796630859e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.066389918327331543e-01,0.000000000000000000e+00,1.584126353263854980e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.825870752334594727e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.517504692077636719e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.212345838546752930e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.807761907577514648e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.404942512512207031e+00,0.000000000000000000e+00,1.604888081550598145e+00,1.611850500106811523e+00,2.999984979629516602e+00,2.918889760971069336e+00,1.843423604965209961e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.433538913726806641e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.550240516662597656e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.542144775390625000e+00,1.402573943138122559e+00,1.759752154350280762e+00,1.004547119140625000e+00,8.883553743362426758e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.217887401580810547e+00,0.000000000000000000e+00,1.737306118011474609e+00
