0.51;0.29;0.40;0.16;0.33;0.27
0.27;0.27;0.39;0.53;0.37;0.24
0.35;0.37;0.41;0.48;0.49;0.44
0.45;0.24;0.46;0.48;0.29;0.50
0.60;0.16;0.28;0.25;0.32;0.22
