"88,81","92,67","88,11","89,42","95,54","91,11"
"97,69","97,23","98,43","96,61","95,01","99,38"
"97,07","97,17","97,14","97,62","97,57","98,53"
"96,35","96,67","95,75","95,64","97,28","95,7"
"91,24","91,7","94,25","86,64","91,55","95,45"
