90.45,92.78,87.91,89.32,95.41,91.41
97.89,97.48,98.53,97.00,95.16,99.33
96.98,96.25,97.19,97.20,97.84,97.84
97.25,96.93,96.01,95.64,97.49,95.13
91.71,91.85,94.40,86.64,90.89,95.70
