0,87;0,94;0,92;0,89;0,88;0,86
0,86;0,89;0,9;0,97;0,96;0,74
0,98;0,92;0,97;0,94;0,97;0,88
0,94;0,88;0,98;0,97;0,99;0,88
0,92;0,88;0,95;0,95;0,94;0,82
