9.726604819297790527e-01,9.138355255126953125e-01,9.852535724639892578e-01,1.862306296825408936e-01,1.434634327888488770e-01,1.142614185810089111e-01,4.436161741614341736e-02,5.795081257820129395e-01,4.907631315290927887e-03,5.962866544723510742e-02,4.592426121234893799e-01,9.729306101799011230e-01,9.560608863830566406e-01,9.182945489883422852e-01,7.367205023765563965e-01,7.360265254974365234e-01,9.524628520011901855e-01,5.925030708312988281e-01,1.991110444068908691e-01,7.669553160667419434e-01,9.425427317619323730e-01,9.747464656829833984e-01,3.576417267322540283e-02,2.459648251533508301e-01,9.910953044891357422e-01,1.110214740037918091e-01,3.200310515239834785e-03,4.570190310478210449e-01
8.855698108673095703e-01,9.685796499252319336e-01,9.166263937950134277e-01,2.911360003054141998e-02,8.280820250511169434e-01,7.075383514165878296e-02,8.863999843597412109e-01,1.738752573728561401e-01,1.776132918894290924e-02,3.630952239036560059e-01,3.415819406509399414e-01,8.295248746871948242e-01,7.079973816871643066e-01,3.094300925731658936e-01,2.464026510715484619e-01,3.291460871696472168e-01,7.244128584861755371e-01,6.760226488113403320e-01,7.297518253326416016e-01,2.477136105298995972e-01,8.265865445137023926e-01,9.510345458984375000e-01,7.684013843536376953e-01,1.011824086308479309e-01,9.119644761085510254e-01,2.812630683183670044e-02,1.642887294292449951e-01,6.118803620338439941e-01
9.825596809387207031e-01,9.411979913711547852e-01,9.380992650985717773e-01,5.036632344126701355e-02,7.669925093650817871e-01,8.117190003395080566e-02,4.996716976165771484e-01,1.409271955490112305e-01,1.184830162674188614e-02,4.408900439739227295e-02,4.209874868392944336e-01,9.872699975967407227e-01,9.590780735015869141e-01,4.274092316627502441e-01,8.367203474044799805e-01,5.248447656631469727e-01,6.842479705810546875e-01,7.181493639945983887e-01,2.493963092565536499e-01,5.586125329136848450e-02,9.316217899322509766e-01,9.938711524009704590e-01,1.453400403261184692e-01,1.189974099397659302e-01,9.773656129837036133e-01,1.338545382022857666e-01,1.287322342395782471e-01,4.588888287544250488e-01
9.649506211280822754e-01,9.576200246810913086e-01,9.572240710258483887e-01,1.218248009681701660e-01,2.266706228256225586e-01,4.612382873892784119e-02,3.140997290611267090e-01,1.649635881185531616e-01,2.418011426925659180e-02,1.944899260997772217e-01,4.816457033157348633e-01,9.717531800270080566e-01,7.265617251396179199e-01,3.447852134704589844e-01,8.366210460662841797e-01,6.604518294334411621e-01,8.127528429031372070e-01,8.427031636238098145e-01,1.247785687446594238e-01,1.674378961324691772e-01,9.595009088516235352e-01,9.907640814781188965e-01,3.007324039936065674e-01,2.443336881697177887e-02,9.897667169570922852e-01,5.072238668799400330e-02,1.683416366577148438e-01,5.602422952651977539e-01
9.779426455497741699e-01,9.785097837448120117e-01,9.177393913269042969e-01,6.925565749406814575e-02,8.636093139648437500e-01,5.731356143951416016e-02,3.726663291454315186e-01,1.748344749212265015e-01,1.866189390420913696e-02,2.537954747676849365e-01,5.067487359046936035e-01,9.412547349929809570e-01,8.071647882461547852e-01,2.754473686218261719e-01,5.564612150192260742e-01,5.492987632751464844e-01,7.868076562881469727e-01,7.147910594940185547e-01,2.799393832683563232e-01,5.009598731994628906e-01,9.343520402908325195e-01,9.907377958297729492e-01,3.842861056327819824e-01,7.172207534313201904e-02,9.541853070259094238e-01,2.034802176058292389e-02,1.405006796121597290e-01,4.992110133171081543e-01
9.635388851165771484e-01,9.731909036636352539e-01,8.915522098541259766e-01,9.113967418670654297e-02,4.416550099849700928e-01,3.396292030811309814e-02,4.426891505718231201e-01,2.372644245624542236e-01,1.437288243323564529e-02,3.227769434452056885e-01,6.877275705337524414e-01,9.359804987907409668e-01,5.497552156448364258e-01,2.736658453941345215e-01,6.265491843223571777e-01,5.905531644821166992e-01,8.658264279365539551e-01,7.550781369209289551e-01,3.075269758701324463e-01,4.496736228466033936e-01,9.620571136474609375e-01,9.785612821578979492e-01,4.967960119247436523e-01,2.933271043002605438e-02,9.694200158119201660e-01,2.136489376425743103e-02,1.048201173543930054e-01,5.391957759857177734e-01
9.884440302848815918e-01,9.331638813018798828e-01,9.177033305168151855e-01,1.706232689321041107e-02,8.732533454895019531e-02,3.456357493996620178e-02,5.167790651321411133e-01,1.066911146044731140e-01,1.796966651454567909e-03,4.362499341368675232e-02,7.728421092033386230e-01,9.824441075325012207e-01,7.675887346267700195e-01,3.663631975650787354e-01,5.968698859214782715e-01,8.343647122383117676e-01,9.381590485572814941e-01,6.223608255386352539e-01,1.455447077751159668e-01,2.367411702871322632e-01,9.650677442550659180e-01,9.577627182006835938e-01,3.370711207389831543e-01,3.031255304813385010e-02,9.740523099899291992e-01,1.013786718249320984e-01,2.811309881508350372e-02,3.585357964038848877e-01
8.969050645828247070e-01,7.654125094413757324e-01,9.766401052474975586e-01,1.788126677274703979e-02,7.996916174888610840e-01,3.416852280497550964e-02,7.270607948303222656e-01,7.170075774192810059e-01,5.801585968583822250e-03,2.841484360396862030e-02,5.617779493331909180e-01,8.431839346885681152e-01,9.539701938629150391e-01,3.360032439231872559e-01,3.285392820835113525e-01,1.109813600778579712e-01,8.496332168579101562e-01,8.705601692199707031e-01,2.603014409542083740e-01,2.415205091238021851e-01,8.308202624320983887e-01,9.502398967742919922e-01,2.542802691459655762e-01,4.006133675575256348e-01,9.048231840133666992e-01,2.192338109016418457e-01,3.765727579593658447e-02,9.293038249015808105e-01
6.123023629188537598e-01,2.716231048107147217e-01,2.776233553886413574e-01,5.724994838237762451e-02,9.555645585060119629e-01,3.852695822715759277e-01,7.727040052413940430e-01,9.124343395233154297e-01,3.811967000365257263e-02,1.238196492195129395e-01,9.315027594566345215e-01,9.200624823570251465e-01,7.846622467041015625e-01,8.150749653577804565e-02,5.811692476272583008e-01,8.060190081596374512e-01,8.421531915664672852e-01,3.033325970172882080e-01,7.927306890487670898e-01,4.771704971790313721e-02,8.766086101531982422e-01,6.784369349479675293e-01,5.893832445144653320e-01,8.293885588645935059e-01,7.477723956108093262e-01,1.885376572608947754e-01,1.792936027050018311e-01,7.878429293632507324e-01
4.598562121391296387e-01,7.856388688087463379e-01,9.650983214378356934e-01,1.957890689373016357e-01,1.301958560943603516e-01,3.167864084243774414e-01,9.170051813125610352e-01,9.439919590950012207e-01,8.687499761581420898e-01,4.949607551097869873e-01,2.663858532905578613e-01,3.361603710800409317e-03,4.301477372646331787e-01,6.881219893693923950e-02,3.461936488747596741e-02,5.124276876449584961e-01,9.933094978332519531e-01,7.477948069572448730e-01,1.920642144978046417e-02,3.363261222839355469e-01,9.423077702522277832e-01,3.234134316444396973e-01,4.574397504329681396e-01,8.711799383163452148e-01,7.679769992828369141e-01,1.044655498117208481e-02,4.408512413501739502e-01,9.970884919166564941e-01
