0.000000000000000000e+00,0.000000000000000000e+00,3.137068748474121094e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.044313311576843262e+00,0.000000000000000000e+00,1.045980215072631836e+00,0.000000000000000000e+00,1.031144142150878906e+00,0.000000000000000000e+00,1.496607065200805664e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.406313419342041016e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.054926276206970215e+00,0.000000000000000000e+00,4.536548137664794922e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.998793363571166992e+00,0.000000000000000000e+00,8.391646146774291992e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.189964056015014648e+00,5.458822846412658691e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.913005352020263672e+00,4.335078597068786621e-01,5.117542147636413574e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.157918453216552734e-01,4.410885870456695557e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.106217980384826660e+00,4.781144857406616211e-01,0.000000000000000000e+00,1.022204399108886719e+00,1.351686239242553711e+00,3.604101538658142090e-01,8.076063394546508789e-01
0.000000000000000000e+00,1.318189740180969238e+00,3.168282508850097656e-01,1.400124311447143555e+00,0.000000000000000000e+00,1.429979324340820312e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.843354582786560059e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.563313007354736328e-01,4.315722882747650146e-01,1.694734990596771240e-01,1.007423639297485352e+00,5.209229588508605957e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.706757187843322754e-01,5.811840295791625977e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.567299485206604004e+00,6.169623136520385742e-01,0.000000000000000000e+00,2.614604532718658447e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.976788401603698730e-01,3.781634867191314697e-01,1.745153665542602539e+00,0.000000000000000000e+00,1.604182958602905273e+00,0.000000000000000000e+00,2.537255883216857910e-01,0.000000000000000000e+00,5.701756477355957031e-01,0.000000000000000000e+00,4.924335330724716187e-02,0.000000000000000000e+00,8.990046977996826172e-01,2.509783804416656494e-01,1.180692672729492188e+00,3.137631714344024658e-01,2.396719455718994141e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.502716422080993652e+00,7.076097726821899414e-01,0.000000000000000000e+00,3.130757808685302734e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.814492940902709961e-01,4.552377164363861084e-01,1.759898185729980469e+00,0.000000000000000000e+00,1.869452595710754395e+00,0.000000000000000000e+00,1.723472028970718384e-01,0.000000000000000000e+00,1.524564176797866821e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.689765095710754395e-01,9.248026609420776367e-01,2.405563890933990479e-01,7.439212799072265625e-01,3.886856436729431152e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.153232395648956299e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.065616011619567871e+00,5.016179680824279785e-01,0.000000000000000000e+00,4.749202430248260498e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.200709342956542969e+00,4.797234535217285156e-01,1.477153301239013672e+00,0.000000000000000000e+00,1.699174404144287109e+00,0.000000000000000000e+00,3.241227567195892334e-01,0.000000000000000000e+00,8.303377628326416016e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.291287362575531006e-01,1.764902770519256592e-01,9.083300828933715820e-01,1.119738668203353882e-01,6.521999835968017578e-01,0.000000000000000000e+00,4.483586549758911133e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.709102988243103027e+00,1.773210018873214722e-01,1.757965236902236938e-01,2.212549895048141479e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.935810685157775879e-01,9.249526858329772949e-01,2.101036548614501953e+00,0.000000000000000000e+00,7.713578939437866211e-01,0.000000000000000000e+00,1.660739183425903320e-01,0.000000000000000000e+00,1.190103530883789062e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.505601525306701660e-01,3.152391612529754639e-01,1.338674902915954590e+00,2.000500112771987915e-01,6.663138866424560547e-01,0.000000000000000000e+00,2.538729012012481689e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.939383983612060547e+00,1.191457509994506836e+00,2.847827374935150146e-01,5.687339305877685547e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.247205018997192383e-01,5.819228887557983398e-01,1.880844354629516602e+00,0.000000000000000000e+00,1.334140658378601074e+00,0.000000000000000000e+00,8.767093718051910400e-02,0.000000000000000000e+00,8.702478408813476562e-01,0.000000000000000000e+00,1.941412687301635742e-02,0.000000000000000000e+00,2.524565458297729492e-01,2.445902973413467407e-01,8.926501274108886719e-01,4.113425016403198242e-01,1.093355178833007812e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.358067989349365234e+00,7.414197921752929688e-01,0.000000000000000000e+00,6.244784593582153320e-01,0.000000000000000000e+00
1.367658376693725586e-02,1.355017572641372681e-01,4.341372251510620117e-01,1.557098627090454102e+00,0.000000000000000000e+00,2.090137720108032227e+00,0.000000000000000000e+00,1.788810342550277710e-01,0.000000000000000000e+00,4.551794826984405518e-01,0.000000000000000000e+00,2.961667180061340332e-01,1.384108364582061768e-01,1.075407505035400391e+00,3.337040245532989502e-01,5.886119604110717773e-01,6.865815520286560059e-01,7.954045534133911133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.148450374603271484e-02,1.912925720214843750e+00,2.159571647644042969e-01,0.000000000000000000e+00,5.743567943572998047e-01,0.000000000000000000e+00
1.521963179111480713e-01,7.583786547183990479e-02,3.395206928253173828e-01,1.777065277099609375e+00,0.000000000000000000e+00,1.756564140319824219e+00,0.000000000000000000e+00,5.868583917617797852e-03,0.000000000000000000e+00,4.017166495323181152e-01,0.000000000000000000e+00,2.793697714805603027e-01,0.000000000000000000e+00,7.956987619400024414e-01,2.220095396041870117e-01,7.520598173141479492e-01,7.949728965759277344e-01,8.435485363006591797e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.060859918594360352e+00,8.153262734413146973e-01,0.000000000000000000e+00,5.981774926185607910e-01,0.000000000000000000e+00
