0,1,2
616.0,-184.0,-560.0
796.0,-328.0,-632.0
941.3333333333334,-440.0,-728.0
1240.0,-600.0,-621.3333333333334
1381.3333333333333,-648.0,-498.6666666666667
1360.0,-645.3333333333334,-194.66666666666666
1149.3333333333333,-664.0,-96.0
952.0,-725.3333333333334,88.0
818.6666666666666,-770.6666666666666,114.66666666666667
776.0,-762.6666666666666,56.0
802.6666666666666,-717.3333333333334,-104.0
909.3333333333334,-685.3333333333334,-256.0
1120.0,-704.0,-306.6666666666667
1354.6666666666667,-749.3333333333334,-293.3333333333333
1568.0,-776.0,-306.6666666666667
1653.3333333333333,-733.3333333333334,-285.3333333333333
1573.3333333333333,-664.0,-234.66666666666666
1381.3333333333333,-517.3333333333334,-125.33333333333333
1186.6666666666667,-370.6666666666667,-101.33333333333333
1056.0,-205.33333333333334,-128.0
965.3333333333334,-128.0,-157.33333333333334
896.0,-98.66666666666667,-162.66666666666666
818.6666666666666,-98.66666666666667,-144.0
770.6666666666666,-114.66666666666667,-125.33333333333333
770.6666666666666,-216.0,-160.0
888.0,-394.6666666666667,-125.33333333333333
1013.3333333333334,-384.0,-242.66666666666666
1117.3333333333333,-426.6666666666667,-221.33333333333334
1045.3333333333333,-402.6666666666667,-301.3333333333333
912.0,-570.6666666666666,-245.33333333333334
776.0,-634.6666666666666,-282.6666666666667
757.3333333333334,-685.3333333333334,-368.0
853.3333333333334,-717.3333333333334,-445.3333333333333
978.6666666666666,-738.6666666666666,-506.6666666666667
1154.6666666666667,-754.6666666666666,-464.0
1352.0,-762.6666666666666,-381.3333333333333
1506.6666666666667,-720.0,-402.6666666666667
1568.0,-608.0,-402.6666666666667
1466.6666666666667,-506.6666666666667,-349.3333333333333
1280.0,-434.6666666666667,-173.33333333333334
1077.3333333333333,-416.0,-98.66666666666667
933.3333333333334,-370.6666666666667,-125.33333333333333
877.3333333333334,-349.3333333333333,-165.33333333333334
824.0,-344.0,-208.0
784.0,-450.6666666666667,-274.6666666666667
717.3333333333334,-512.0,-320.0
634.6666666666666,-568.0,-333.3333333333333
514.6666666666666,-570.6666666666666,-408.0
413.3333333333333,-661.3333333333334,-549.3333333333334
368.0,-818.6666666666666,-573.3333333333334
322.6666666666667,-957.3333333333334,-426.6666666666667
240.0,-984.0,-176.0
104.0,-906.6666666666666,-117.33333333333333
-18.666666666666668,-744.0,-197.33333333333334
-149.33333333333334,-584.0,-450.6666666666667
-264.0,-504.0,-629.3333333333334
-333.3333333333333,-557.3333333333334,-629.3333333333334
-370.6666666666667,-704.0,-546.6666666666666
-352.0,-872.0,-410.6666666666667
-314.6666666666667,-994.6666666666666,-456.0
-202.66666666666666,-1098.6666666666667,-368.0
-64.0,-1146.6666666666667,-333.3333333333333
26.666666666666668,-1093.3333333333333,-157.33333333333334
18.666666666666668,-952.0,-5.333333333333333
-72.0,-778.6666666666666,122.66666666666667
-141.33333333333334,-688.0,205.33333333333334
-157.33333333333334,-712.0,154.66666666666666
-120.0,-792.0,218.66666666666666
-80.0,-869.3333333333334,296.0
-50.666666666666664,-912.0,472.0
-45.333333333333336,-1050.6666666666667,594.6666666666666
-40.0,-1197.3333333333333,642.6666666666666
5.333333333333333,-1282.6666666666667,690.6666666666666
58.666666666666664,-1221.3333333333333,688.0
64.0,-1072.0,642.6666666666666
-18.666666666666668,-880.0,613.3333333333334
-152.0,-738.6666666666666,429.3333333333333
-266.6666666666667,-698.6666666666666,277.3333333333333
-325.3333333333333,-722.6666666666666,-56.0
-344.0,-800.0,-317.3333333333333
-357.3333333333333,-848.0,-408.0
-402.6666666666667,-994.6666666666666,-442.6666666666667
-360.0,-1125.3333333333333,-325.3333333333333
-306.6666666666667,-1229.3333333333333,-482.6666666666667
-200.0,-1192.0,-458.6666666666667
-144.0,-1002.6666666666666,-384.0
-114.66666666666667,-813.3333333333334,-85.33333333333333
-149.33333333333334,-688.0,56.0
-197.33333333333334,-698.6666666666666,96.0
-197.33333333333334,-749.3333333333334,61.333333333333336
-157.33333333333334,-824.0,-24.0
-154.66666666666666,-893.3333333333334,-77.33333333333333
-208.0,-1024.0,-138.66666666666666
-234.66666666666666,-1162.6666666666667,-146.66666666666666
-192.0,-1205.3333333333333,-210.66666666666666
-130.66666666666666,-1210.6666666666667,-224.0
-40.0,-1141.3333333333333,-146.66666666666666
-77.33333333333333,-1048.0,-104.0
-125.33333333333333,-856.0,-61.333333333333336
-280.0,-677.3333333333334,-77.33333333333333
-336.0,-498.6666666666667,21.333333333333332
-378.6666666666667,-602.6666666666666,45.333333333333336
-370.6666666666667,-813.3333333333334,122.66666666666667
-418.6666666666667,-1136.0,104.0
-432.0,-1248.0,114.66666666666667
-445.3333333333333,-1240.0,13.333333333333334
-402.6666666666667,-1234.6666666666667,-74.66666666666667
-357.3333333333333,-1170.6666666666667,-101.33333333333333
-293.3333333333333,-1029.3333333333333,2.6666666666666665
-245.33333333333334,-821.3333333333334,170.66666666666666
-229.33333333333334,-701.3333333333334,325.3333333333333
-245.33333333333334,-765.3333333333334,413.3333333333333
-248.0,-834.6666666666666,304.0
-248.0,-896.0,130.66666666666666
-258.6666666666667,-869.3333333333334,-160.0
-314.6666666666667,-912.0,-362.6666666666667
-378.6666666666667,-1018.6666666666666,-581.3333333333334
-410.6666666666667,-1106.6666666666667,-698.6666666666666
-418.6666666666667,-1098.6666666666667,-677.3333333333334
-394.6666666666667,-994.6666666666666,-616.0
-357.3333333333333,-856.0,-442.6666666666667
-322.6666666666667,-728.0,-317.3333333333333
-344.0,-584.0,-218.66666666666666
-410.6666666666667,-504.0,-242.66666666666666
-477.3333333333333,-482.6666666666667,-312.0
-464.0,-698.6666666666666,-397.3333333333333
-400.0,-842.6666666666666,-402.6666666666667
-325.3333333333333,-893.3333333333334,-290.6666666666667
-304.0,-717.3333333333334,-82.66666666666667
-317.3333333333333,-645.3333333333334,29.333333333333332
-317.3333333333333,-682.6666666666666,56.0
-306.6666666666667,-754.6666666666666,-21.333333333333332
-293.3333333333333,-840.0,-82.66666666666667
-341.3333333333333,-949.3333333333334,-181.33333333333334
-354.6666666666667,-1152.0,-256.0
-330.6666666666667,-1258.6666666666667,-346.6666666666667
-253.33333333333334,-1269.3333333333333,-360.0
-224.0,-1154.6666666666667,-274.6666666666667
-250.66666666666666,-1024.0,-141.33333333333334
-296.0,-872.0,-88.0
-346.6666666666667,-706.6666666666666,-96.0
-378.6666666666667,-618.6666666666666,-106.66666666666667
-418.6666666666667,-629.3333333333334,-98.66666666666667
-434.6666666666667,-736.0,-120.0
-466.6666666666667,-866.6666666666666,-168.0
-506.6666666666667,-1005.3333333333334,-218.66666666666666
-536.0,-1101.3333333333333,-290.6666666666667
-552.0,-1144.0,-397.3333333333333
-498.6666666666667,-1106.6666666666667,-456.0
-432.0,-954.6666666666666,-370.6666666666667
-389.3333333333333,-792.0,-165.33333333333334
-384.0,-701.3333333333334,-13.333333333333334
-416.0,-717.3333333333334,13.333333333333334
-429.3333333333333,-808.0,-32.0
-488.0,-904.0,-72.0
-536.0,-1072.0,-157.33333333333334
-538.6666666666666,-1181.3333333333333,-272.0
-493.3333333333333,-1205.3333333333333,-381.3333333333333
-426.6666666666667,-1130.6666666666667,-330.6666666666667
-400.0,-984.0,-208.0
-381.3333333333333,-808.0,-104.0
-405.3333333333333,-618.6666666666666,-109.33333333333333
-437.3333333333333,-528.0,-144.0
-488.0,-554.6666666666666,-138.66666666666666
-533.3333333333334,-682.6666666666666,-26.666666666666668
-570.6666666666666,-872.0,64.0
-602.6666666666666,-1016.0,72.0
-613.3333333333334,-1085.3333333333333,-61.333333333333336
-624.0,-1109.3333333333333,-269.3333333333333
-581.3333333333334,-1122.6666666666667,-426.6666666666667
-496.0,-1032.0,-418.6666666666667
-386.6666666666667,-837.3333333333334,-298.6666666666667
