IQR_z,IQR_y,IQR_x,AutoCor_x,AutoCor_y,AutoCor_z,PartAutoCor_y,PartAutoCor_z,PartAutoCor_x,mean_y,mean_z,mean_x,energy_z,energy_y,energy_x,entropy_y,entropy_z,entropy_x,median_x,median_y,median_z,variance_x,variance_z,variance_y,stdDev_x,stdDev_y,stdDev_z,ar_z2,ar_y1,ar_x2,ar_x3,ar_z3,ar_y2,ar_z1,ar_x1,ar_y3,wtSumApr_y,squaredwtSumApr_x,squaredwtSumApr_z,enApprx,wtSumDet_x,enDetx,squaredwtSumDet_z,enratioz,enApprz,squaredwtSumDet_y,enDety,enratioy,wtSumDet_y,wtSumApr_x,wtSumApr_z,enDetz,wtSumDet_z,enratiox,enAppry,squaredwtSumDet_x,squaredwtSumApr_y,user
-9.999999999999886,-8.0,-16.0,0.9185718652568923,0.9548734258150634,0.945111507341027,0.850072206217965,0.915321569168409,0.849310949423456,370.08,863.9200000000002,483.11999999999983,1014.3333333333304,741185.5155555555,741185.5155555555,2.7621722065689456,3.9119177090359956,3.9119177090359956,370.66666666666674,862.6666666666667,490.66666666666674,77.58077097505655,68.38349206349173,494.5567346938775,8.80799471929091,8.269431181374674,22.23863158321297,1.621111794595059,-1.148866876943071,0.5264066539541608,1.2816328345805275,-0.20418400395497827,-0.07776680354249876,1.093246140296027,-0.10301909060594294,0.012344971730899879,9.42809041582106,-8.485281374238525,-19.798989873222922,13084.303879075875,30544.184520134113,17080.871406342245,88.88888888889693,71.99999999999923,391.9999999999838,171199007.99999997,932947208.0000004,291756168.0000001,2.4147693701699713,523.5118336771386,0.00461263569384606,1.6546231527987596,1221.82111074685,0.0013542270126494663,3.7380922050336176,683.9336420053239,0.0054655773242464935,11
-5.3333333333332575,-12.666666666666856,-13.333333333333258,0.7825701100461442,0.8937245060012999,0.7536745354896396,0.7763837129054482,0.8764263701734246,0.7361205479452049,365.2266666666667,863.9466666666666,488.80000000000007,662.6533333333318,743000.8933333333,743000.8933333333,3.3222018770192787,3.9119209633762497,3.9119209633762497,365.33333333333326,862.6666666666667,488.0,16.82285714285731,48.033378684807396,132.42630385487527,4.101567644554617,6.930611710722755,11.50766283199483,1.1607429217562935,-0.1661533846209764,0.005224474528251477,1.6328626278595166,-0.9065224516685646,0.27365306814165535,1.152960399409074,-0.13155086205771815,-0.02210241990828621,-15.084944665313515,1.885618083163763,32.05550741379017,12912.712633507943,30545.127329175695,17281.689732199222,227.55555555557066,3.555555555554184,1027.5555555555563,166738147.55555564,933004803.5555559,298656800.0,1.995550606279476,516.5365685667053,0.0038633288090652797,2.355136231020789,1221.841349948693,0.0019275303058942021,5.425863986500226,691.4340138838669,0.007847262179108755,11
-5.3333333333332575,-8.0,-8.0,0.7972916980762123,0.7918148470092805,0.5914616963084802,0.789427683305904,0.7650334075723862,0.5843648763853366,362.1866666666667,862.6666666666665,482.8266666666667,922.5288888888888,740014.3688888889,740014.3688888889,3.674156676738741,3.911948964817743,3.911948964817743,362.66666666666674,861.3333333333335,482.66666666666674,15.87374149659861,32.580498866213034,57.87863945578243,3.9841864284441573,5.707932976674922,7.607801223466766,1.5728567781704008,-0.8132170535711865,0.24020793467188284,1.4450124766773964,-0.6856254095605578,0.2406024285700603,1.1564593250009112,-0.2948653811575972,0.13852756905200714,-1.8856180831640188,9.428090415820407,-20.74179891480577,12805.23240276759,30499.87249517975,17070.50050688484,3.5555555555551486,88.88888888888461,430.2222222222378,163973976.888889,930242222.2222221,291401987.5555556,1.8086213288334032,512.236473168833,0.0035308327765978553,2.5298221281346565,1220.0184479479537,0.0020735933398300377,3.9732438468670392,682.8915254676657,0.0058182649786816965,11
-5.3333333333332575,-5.333333333333485,-10.666666666666742,0.8602476308029064,0.7443907747713053,0.7020318676817632,0.8426759806555602,0.7401356285863316,0.678978359677089,361.8133333333333,860.9066666666668,490.50666666666666,475.88000000000034,739015.4355555553,739015.4355555553,3.6340504040470263,3.911905821226161,3.911905821226161,362.66666666666674,861.3333333333335,490.66666666666674,21.606167800453534,44.512653061224206,42.78566893424039,4.648243517765989,6.671780351692059,6.541075518157575,1.5467258871216192,-0.7336407650649104,0.1866128260302915,1.4963532098114243,-0.8722169441720382,0.375644729684641,0.980781223292599,0.019902937307403334,-0.0008530891432165788,-3.7712361663285776,-11.31370849898417,-1.8856180831642746,12792.033076185438,30437.647098435333,17342.029510860473,14.222222222224667,127.99999999998663,3.555555555556113,163636110.2222223,926450360.8888888,300745987.5555555,1.6865480854231385,511.71992339560137,0.003295842136127459,3.4563950391508493,1217.5368066533167,0.0028388423415728645,3.7900454409471753,693.7312704178438,0.005463276058846792,11
-5.3333333333332575,-8.0,-7.333333333333314,0.761499383389718,0.7638425815783547,0.6546621598378515,0.7481266307183847,0.7563808621506422,0.6418496849684975,362.7200000000001,859.5200000000001,491.62666666666667,342.4755555555553,736708.6622222221,736708.6622222221,3.533148620627549,3.9119596877881437,3.9119596877881437,360.0,858.6666666666665,490.66666666666674,16.686439909297246,24.50866213151944,51.5947392290248,4.084903904536463,4.950622398397947,7.182947809153621,1.0950854604780798,-0.018057632826568693,-0.07755080954940752,1.374259269614424,-0.5601390580361709,0.18567228220783427,1.0317953145051728,0.04771409893997802,-0.07929421094760425,20.741798914805884,3.410605131648481e-13,30.169889330626347,12824.088583599227,30388.62102827307,17381.627490606923,430.2222222222425,1.1632227364026952e-25,910.2222222222415,164457248.00000003,923468288.0000004,302120974.2222223,1.9595917942265542,512.9916785116717,0.003819929009203156,2.065591117977277,1215.5628453976008,0.0016992878038334896,3.955305859784329,695.3265707565043,0.005688414661733722,11
-8.0,-45.33333333333303,-117.33333333333326,0.8399237597054179,0.984857553851086,0.981586520924924,0.831976819059885,0.9709181415929207,0.9495933108429747,361.28,886.9333333333333,420.0,20053.48,774742.7955555555,774742.7955555555,3.4416533122892567,3.9111836244303033,3.9111836244303033,362.66666666666674,901.3333333333335,381.33333333333326,36.06058956916099,524.7709750566894,3505.995464852608,6.005047008072542,22.90788019561586,59.21144707615756,1.2002934569607548,0.017272087212755416,-0.21745334172116593,1.751524699488698,-1.1643590793509304,0.4136144857363071,1.581104198459165,-0.8323295858577748,0.24619643515187706,-11.31370849898451,-11.313708498984056,39.597979746446384,12773.176895353796,31357.828723019436,14849.2424049175,127.99999999999434,127.99999999998406,1567.9999999999782,163154048.00000003,983313422.2222228,220500000.0000001,2.5577768124334543,510.9898368200031,0.005005533629300801,3.109841010584128,1254.7192337553272,0.002478515453434544,6.477310827461935,599.6914169433774,0.010801073092686134,11
-5.3333333333332575,-15.333333333333371,-25.999999999999886,0.8625961016150098,0.920568936070777,0.9337603356152101,0.8524908315987726,0.8770694464836283,0.896435988070253,364.32000000000005,912.8533333333331,362.77333333333337,39828.555555555555,814324.4488888887,814324.4488888887,3.85899693225686,3.9118356751630596,3.9118356751630596,365.33333333333326,910.6666666666667,357.33333333333326,29.283265306122487,79.0755555555559,840.8409977324259,5.411401417943645,8.892443733617654,28.99725845200587,1.2971467369274734,-0.24541360184159444,-0.05196925188795998,1.2653319324949166,-0.5055412484529214,0.24004807698067232,1.2174963208677632,0.0183526290798941,-0.23556396862564188,13.199326582149098,11.313708498984624,-71.65348716023658,12880.657126094151,32274.239111437186,12825.974201682391,174.2222222222278,127.99999999999692,5134.222222222188,165911328.00000003,1041626510.2222217,164505614.22222224,1.959591794226533,515.2782549264039,0.00380297785806315,2.262741699797001,1291.027607932706,0.0017526671667543031,8.449589076135927,514.5732557717663,0.01642057565440917,11
-8.0,-15.333333333333371,-39.333333333333314,0.9158946404272071,0.9374350148548783,0.9607622333294118,0.9123436245529526,0.8876534903280071,0.8805382116959652,362.2933333333333,899.4666666666666,408.0533333333333,21169.355555555554,792980.9822222221,792980.9822222221,3.7536753275793378,3.9118481806403778,3.9118481806403778,362.66666666666674,901.3333333333335,418.66666666666674,39.76707482993193,86.27664399092974,1218.0288435374162,6.30611408316817,9.2885221639898,34.9002699636753,1.4123416950463685,-0.3428378308717299,-0.06980116209649445,1.2583525028490996,-0.3062538540292614,0.0472073741680028,1.161128190701056,0.21005669027656815,-0.37025497235404536,-5.656854249492426,20.74179891480526,9.42809041582069,12809.003638933915,31800.948972563012,14426.863954288732,32.00000000000052,430.2222222222166,88.88888888888997,164070574.22222227,1011300355.5555565,208134403.55555552,2.0308728282303616,512.4321787102931,0.003963203156643543,2.5298221281347444,1272.1019106624717,0.0019886945432047113,5.184592558726278,579.1161388031095,0.00895259553539909,11
-9.999999999999886,-8.0,-22.0,0.9040312059280796,0.9424154685152915,0.9379594026770779,0.8914733542319739,0.9209999999999998,0.9210839322977049,359.68,888.5333333333333,427.84,13122.315555555557,775400.3600000001,775400.3600000001,3.8210575813561216,3.9118637788551065,3.9118637788551065,360.0,886.6666666666667,434.66666666666674,51.85015873015865,81.26984126984134,400.5906575963716,7.200705432814111,9.01497871710418,20.014760992736626,1.5402794679543512,-0.7604423705415062,0.21988336383678675,1.5119409840343963,-0.7329347190359243,0.2207092651940954,1.0716699035173702,-0.008802157408835942,-0.06097721829966041,-3.694822225952521e-13,-2.0463630789890885e-12,-37.712361663282536,12716.608352858875,31414.39726551436,15126.428263142625,1.3651711281392742e-25,4.1876018510497026e-24,1422.2222222222224,161712128.00000012,986864355.555556,228808832.0,2.0655911179773088,508.7600263822271,0.004060049946662766,2.0655911179772932,1256.6375734917015,0.001643744514369269,4.858897908876968,605.6861233345205,0.008022138400871697,11
-10.000000000000057,-28.000000000000114,-84.6666666666668,0.8572585340253808,0.9705616912180475,0.9602810035216136,0.8175713649945946,0.9355039891675185,0.9352175084255707,357.92000000000024,903.4133333333333,388.58666666666664,31035.48888888888,799887.9333333332,799887.9333333332,3.7397647455802545,3.911602489298382,3.911602489298382,357.33333333333326,901.3333333333335,377.33333333333337,45.65333333333329,218.64199546485256,1939.458321995466,6.756725044970625,14.786547787257598,44.03928157901155,1.2098148677691194,-0.3431340581821005,0.13445942998630156,1.6734688347251137,-1.0578908834779952,0.384840498172629,1.3696144044470275,-0.2954812814553849,-0.07670642008110518,-13.199326582149126,-16.970562748476596,37.712361663282536,12654.382956114456,31940.48471071714,13738.613353933828,174.22222222222854,287.9999999999815,1422.2222222222224,160133408.00000003,1020194563.5555555,188749496.8888889,2.6932013168965523,506.25653576028037,0.005319835156008378,2.6398653164297685,1277.7843601762822,0.002065970909258566,9.703149545952122,552.9072094142219,0.01754932723020945,11
-19.999999999999943,-36.66666666666674,-119.99999999999994,0.9440858118711847,0.9836253760921605,0.9846089996082591,0.9270632987602963,0.9546266003628588,0.9610932523516779,357.4933333333333,904.16,385.6,34758.22666666668,803998.2266666666,803998.2266666666,3.666671026689676,3.9114240805543217,3.9114240805543217,358.66666666666663,914.6666666666665,349.33333333333326,106.06004535147396,395.1484807256228,3918.6575963718815,10.298545788191358,19.87834200142514,62.599182074304146,1.0775709205302562,0.13902456711523214,-0.21768091345629337,1.798739572490085,-1.2807349043801821,0.4812512923368928,1.350883717616878,-0.1699060093081215,-0.1781154657971521,1.8856180831640188,9.428090415820748,-33.94112549695464,12639.298011449142,31966.883363881443,13633.018741276637,3.5555555555551486,88.88888888889105,1152.0000000000243,159751854.22222224,1021881632.0000001,185859200.00000003,2.3551362310207615,505.77198200155163,0.004656517788313423,2.4729649321321716,1278.9757568721413,0.0019335510613430595,6.444291185917122,552.280508437515,0.011668510996611117,11
