91,25;85,95;85,62;92,28;90,16;83,3;85,98;85,67;96,47;88,78;94,47;98,81;91,05;89,52;94,43;91,89;88,64;98,06;89,53;92,7;89,96;94,96;92,3;95,39;95,97;93,57;94,71;87,64;96,34;91,3;92,34;90,27;89,01;94,53;91,82;91,03;94,04;92,99;92,36;90,68;97,87;91,68;91,28;91,29;89,51;91,14;93,89;85,1;90,58;95,1;92,54;90,97;91,99;92,84;94,97;83,98
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mean;91,61607143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Std. dev;3,492472257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
