99,74;97,61;77,32;99,9;80,72;81,46;95,18;80,15;78,73;88,12;99,77;99,19;98,09;99,84;78,33;99,96;99,19
;;;;;;;;;;;;;;;;
Mean;91,37058824;;;;;;;;;;;;;;;
Std.dev;9,536505171;;;;;;;;;;;;;;;
