,Jogging,Running,Walking down-stairs,Walking up-stairs,Walking
0,"[56.22317596566524, 53.5963271552457]","[56.79012345679012, 48.34819087572102]","[45.3125, 59.849198868991515]","[44.827586206896555, 56.07142857142857]","[68.24146981627297, 43.42689339616199]"
1,"[48.717948717948715, 49.5831206397822]","[43.66197183098591, 62.23132036847492]","[44.89795918367347, 61.904761904761905]","[44.89795918367347, 57.29977116704805]","[70.50691244239631, 39.251148004238786]"
2,"[62.55144032921811, 43.53344768439108]","[51.80722891566265, 58.06962025316456]","[38.961038961038966, 61.1947547353084]","[43.02325581395349, 60.06233303650935]","[63.84039900249376, 45.05729670026232]"
3,"[53.67965367965368, 50.984385607603535]","[49.275362318840585, 62.156663275686675]","[42.35294117647059, 54.9777117384844]","[35.95505617977528, 60.80717488789238]","[73.65853658536585, 35.993326845544274]"
4,"[57.9185520361991, 50.70683271625715]","[38.80597014925373, 66.46433990895297]","[43.93939393939394, 60.24609559867486]","[55.55555555555556, 59.58549222797927]","[48.476454293628805, 53.95314293430559]"
5,"[48.19277108433735, 49.61226951576771]","[52.12765957446809, 58.53260869565218]","[32.67326732673268, 63.1768953068592]","[48.57142857142857, 63.26056665118439]","[80.75221238938053, 19.223910407304373]"
mean,"[54.54725696883704, 49.66939721984124]","[48.74471937433352, 59.30045722960872]","[41.35618343121827, 60.224903025513385]","[45.47180691854715, 59.51446109034034]","[67.57933075492303, 39.48428638130289]"
