1 Jogging 30.90128755364807 43.61958836053939
2 Jogging 32.05128205128205 53.25762952448545
3 Jogging 31.275720164609055 66.85592618878637
4 Jogging 40.692640692640694 43.00922640170334
5 Jogging 40.723981900452486 63.66217175301633
6 Jogging 33.734939759036145 44.10220014194464
1 Running 33.33333333333333 61.178509532062385
2 Running 50.70422535211267 49.350086655112655
3 Running 48.19277108433735 56.1525129982669
4 Running 36.231884057971016 48.18024263431543
5 Running 38.80597014925373 47.79029462738302
6 Running 40.42553191489361 56.28249566724437
1 "Walking down-stairs" 43.75 51.41335518230233
2 "Walking down-stairs" 40.816326530612244 52.31462515362556
3 "Walking down-stairs" 58.44155844155844 59.278984022941415
4 "Walking down-stairs" 30.58823529411765 52.39655878738222
5 "Walking down-stairs" 54.54545454545454 37.97623924621057
6 "Walking down-stairs" 37.62376237623762 57.59934453092994
1 "Walking up-stairs" 35.63218390804598 59.23709798055348
2 "Walking up-stairs" 33.6734693877551 40.23934181002244
3 "Walking up-stairs" 31.3953488372093 50.37397157816006
4 "Walking up-stairs" 43.82022471910113 45.51234106207928
5 "Walking up-stairs" 43.05555555555556 42.22139117427076
6 "Walking up-stairs" 44.761904761904766 42.109199700822735
1 Walking 32.28346456692913 54.27167630057803
2 Walking 27.419354838709676 47.63583815028902
3 Walking 37.905236907730675 37.97687861271676
4 Walking 34.390243902439025 47.05780346820809
5 Walking 28.80886426592798 43.17341040462428
6 Walking 34.292035398230084 47.092485549132945
