1 Jogging 29.613733905579398 58.552164655784246
2 Jogging 39.31623931623932 52.16465578424414
3 Jogging 30.864197530864196 69.96451383960256
4 Jogging 30.303030303030305 68.78637331440738
5 Jogging 38.91402714932127 68.70120652945351
6 Jogging 37.34939759036144 53.49893541518808
1 Running 43.20987654320987 56.629116117850955
2 Running 38.028169014084504 58.83882149046794
3 Running 39.75903614457831 56.759098786828424
4 Running 37.68115942028986 48.440207972270365
5 Running 46.26865671641791 58.752166377816295
6 Running 41.48936170212766 43.02426343154246
1 "Walking down-stairs" 40.625 48.83244571896764
2 "Walking down-stairs" 32.6530612244898 60.71282261368292
3 "Walking down-stairs" 29.87012987012987 42.85129045473167
4 "Walking down-stairs" 47.05882352941176 55.75583777140516
5 "Walking down-stairs" 50.0 42.76935682097501
6 "Walking down-stairs" 45.54455445544555 54.977468250716925
1 "Walking up-stairs" 37.93103448275862 57.21765145848915
2 "Walking up-stairs" 39.795918367346935 64.9962602842184
3 "Walking up-stairs" 44.18604651162791 45.0261780104712
4 "Walking up-stairs" 41.57303370786517 49.58863126402394
5 "Walking up-stairs" 30.555555555555557 55.235602094240846
6 "Walking up-stairs" 53.333333333333336 47.793567688855646
1 Walking 32.020997375328086 47.861271676300575
2 Walking 28.341013824884794 52.47976878612717
3 Walking 36.907730673316706 56.92485549132948
4 Walking 28.536585365853657 58.84971098265896
5 Walking 34.07202216066482 57.78034682080925
6 Walking 27.43362831858407 48.74566473988439
