2.735185669735074043e-03,7.246860861778259277e-02,9.932829737663269043e-01,4.772388339042663574e-01,8.719418644905090332e-01,6.266592442989349365e-02,3.317143619060516357e-01,2.962609827518463135e-01,4.057878255844116211e-01,4.879734814167022705e-01,4.972231108695268631e-03,6.998289227485656738e-01,2.165065109729766846e-01,5.080271363258361816e-01,1.454135868698358536e-02,5.179892778396606445e-01,7.592367380857467651e-02,9.885444641113281250e-01
2.048789858818054199e-01,9.343277215957641602e-01,5.904368162155151367e-01,5.065714120864868164e-01,5.246533546596765518e-04,9.014719128608703613e-01,9.662256836891174316e-01,8.414904773235321045e-02,3.140077739953994751e-02,4.082449674606323242e-01,4.161911904811859131e-01,9.647015333175659180e-01,3.552238643169403076e-02,9.706320762634277344e-01,5.226043462753295898e-01,6.001618504524230957e-01,5.971812605857849121e-01,8.773192167282104492e-01
3.278073966503143311e-01,8.308665752410888672e-01,3.784315288066864014e-01,3.515134751796722412e-02,2.493309148121625185e-04,9.857629537582397461e-01,9.553334712982177734e-01,6.201452016830444336e-01,1.144550926983356476e-02,4.626136422157287598e-01,7.193462252616882324e-01,8.436056971549987793e-01,6.225836928933858871e-03,9.882016181945800781e-01,2.427213340997695923e-01,8.317610621452331543e-01,5.472151637077331543e-01,6.302232742309570312e-01
3.757603466510772705e-01,7.749389410018920898e-01,4.282987117767333984e-01,8.287893608212471008e-03,1.229656190844252706e-04,9.842329025268554688e-01,9.541937708854675293e-01,7.930510044097900391e-01,7.846465334296226501e-03,9.474979043006896973e-01,9.421331882476806641e-01,1.871222406625747681e-01,1.407943107187747955e-02,9.684672951698303223e-01,4.549947082996368408e-01,8.343369960784912109e-01,8.689077496528625488e-01,9.348791837692260742e-01
4.323292374610900879e-01,6.146889925003051758e-01,5.133794546127319336e-01,8.974038995802402496e-03,1.103648464777506888e-04,9.782432317733764648e-01,9.685660600662231445e-01,8.231110572814941406e-01,5.838911514729261398e-03,9.314652681350708008e-01,9.288356900215148926e-01,1.637312173843383789e-01,1.462375558912754059e-02,9.673482775688171387e-01,5.486879944801330566e-01,8.499064445495605469e-01,8.570036292076110840e-01,9.233583211898803711e-01
3.902913033962249756e-01,6.265444755554199219e-01,5.343313217163085938e-01,9.176040999591350555e-03,1.004785954137332737e-04,9.750780463218688965e-01,9.674246311187744141e-01,8.214026689529418945e-01,4.835691303014755249e-03,9.451044201850891113e-01,9.298626780509948730e-01,1.612022817134857178e-01,1.123638357967138290e-02,9.668447971343994141e-01,5.040858983993530273e-01,8.235092759132385254e-01,8.579059243202209473e-01,9.356619119644165039e-01
3.239512443542480469e-01,6.579594016075134277e-01,5.662245154380798340e-01,1.272667385637760162e-02,1.306090416619554162e-04,9.550248980522155762e-01,9.553871750831604004e-01,8.013879060745239258e-01,7.500812876969575882e-03,9.735094308853149414e-01,9.595955014228820801e-01,5.440579354763031006e-02,2.719480358064174652e-02,9.358335137367248535e-01,5.006377696990966797e-01,8.072798848152160645e-01,9.243007302284240723e-01,9.762774705886840820e-01
4.210612773895263672e-01,7.156764864921569824e-01,3.418812155723571777e-01,2.891237474977970123e-02,1.252539950655773282e-04,9.436159729957580566e-01,9.183068275451660156e-01,8.714457750320434570e-01,1.224933285266160965e-02,9.717910289764404297e-01,9.709095954895019531e-01,4.929574951529502869e-02,1.607129536569118500e-02,9.439188241958618164e-01,4.219528138637542725e-01,8.266633749008178711e-01,9.675254821777343750e-01,9.578520655632019043e-01
5.703398585319519043e-01,3.307031095027923584e-01,8.877510428428649902e-01,2.495508408173918724e-03,1.465888810344040394e-03,9.276673197746276855e-01,9.640492200851440430e-01,7.450877428054809570e-01,4.241041094064712524e-02,8.519947528839111328e-01,7.479942440986633301e-01,3.372163772583007812e-01,1.192858815193176270e-01,5.452076196670532227e-01,7.969800233840942383e-01,8.430227041244506836e-01,6.242647394537925720e-02,8.636657595634460449e-01
3.559746146202087402e-01,8.318787217140197754e-01,1.144986301660537720e-01,6.349893659353256226e-02,1.064132992178201675e-02,9.688717722892761230e-01,5.156103968620300293e-01,6.362763643264770508e-01,5.416931509971618652e-01,9.442351460456848145e-01,9.380960464477539062e-01,3.116683848202228546e-02,7.280145883560180664e-01,6.856034398078918457e-01,8.159722685813903809e-01,9.522844552993774414e-01,9.814007878303527832e-01,9.514568448066711426e-01
8.837902545928955078e-01,9.711980223655700684e-01,6.471717357635498047e-02,1.180325746536254883e-01,1.499840524047613144e-03,9.969280362129211426e-01,4.934467673301696777e-01,7.110033035278320312e-01,6.379603743553161621e-01,5.445374846458435059e-01,9.880047440528869629e-01,6.598499417304992676e-01,7.594034075736999512e-01,9.386389255523681641e-01,9.372964501380920410e-01,9.953377842903137207e-01,7.345923781394958496e-01,5.943604707717895508e-01
7.578710317611694336e-01,8.421249985694885254e-01,5.258765816688537598e-01,1.963991299271583557e-02,5.605372600257396698e-03,6.581782698631286621e-01,9.979392886161804199e-01,2.510407380759716034e-02,1.284042652696371078e-02,6.522374153137207031e-01,6.182038784027099609e-02,7.204212546348571777e-01,5.755833387374877930e-01,9.263765811920166016e-01,9.430143833160400391e-01,7.635008096694946289e-01,9.883843064308166504e-01,6.173002123832702637e-01
8.806868195533752441e-01,9.940986633300781250e-01,2.962114512920379639e-01,2.694640159606933594e-01,2.006006427109241486e-03,9.810907244682312012e-01,8.495828509330749512e-01,1.160272136330604553e-01,3.405634760856628418e-01,4.312936961650848389e-01,9.228257536888122559e-01,9.625923633575439453e-01,5.729218125343322754e-01,8.100002408027648926e-01,9.465882778167724609e-01,9.298205971717834473e-01,4.414199590682983398e-01,4.284417033195495605e-01
5.054124593734741211e-01,9.462934136390686035e-01,3.627485930919647217e-01,1.402030140161514282e-01,1.075244415551424026e-02,6.642121672630310059e-01,8.390201330184936523e-01,4.708458483219146729e-02,4.108959734439849854e-01,8.809009790420532227e-01,3.913386762142181396e-01,5.764678716659545898e-01,5.831370353698730469e-01,2.573727965354919434e-01,9.639053344726562500e-01,7.290450334548950195e-01,8.524357080459594727e-01,8.137773275375366211e-01
6.148871183395385742e-01,9.754700064659118652e-01,4.834443628787994385e-01,2.432781904935836792e-01,8.068636991083621979e-03,9.843599200248718262e-01,9.625527858734130859e-01,1.955067962408065796e-01,8.256732821464538574e-01,7.139818668365478516e-01,7.383312582969665527e-01,8.508166670799255371e-01,9.370839595794677734e-01,8.225902318954467773e-01,9.692437648773193359e-01,9.855380058288574219e-01,6.912298798561096191e-01,8.728954195976257324e-01
