0.000000000000000000e+00,2.813436031341552734e+00,7.514983654022216797e+00,9.489331245422363281e+00,2.252145385742187500e+01,9.758815169334411621e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.989395618438720703e+00,5.935474395751953125e+00,0.000000000000000000e+00,4.300656914710998535e-01,6.241268634796142578e+00,5.770163536071777344e+00,4.177490711212158203e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.782314777374267578e+00,1.106849193572998047e+01,0.000000000000000000e+00,1.030407428741455078e+01
0.000000000000000000e+00,9.539054036140441895e-01,5.133158206939697266e+00,1.233831405639648438e+01,2.054030990600585938e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.018668174743652344e+00,3.411529922485351562e+01,9.555988311767578125e+00,0.000000000000000000e+00,4.537495613098144531e+00,2.329393005371093750e+01,4.966075420379638672e+00,9.431476593017578125e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.534046173095703125e+00,0.000000000000000000e+00,5.236257553100585938e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.525122165679931641e+00,1.249934005737304688e+01,1.526922225952148438e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.254347324371337891e+00,1.364016819000244141e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.122138786315917969e+01,7.167390823364257812e+00,2.824237585067749023e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.556539893150329590e+00,7.050379753112792969e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.252304077148437500e+00,9.780775070190429688e+00,1.320065879821777344e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.756820678710937500e+00,1.775254058837890625e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.070271253585815430e+00,2.857507514953613281e+01,8.548727035522460938e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.575459957122802734e+00,5.741794586181640625e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.266798496246337891e+00,5.709171772003173828e+00,1.029418182373046875e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.901427268981933594e+00,1.272355365753173828e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.114672851562500000e+01,5.877569198608398438e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.734576702117919922e-01,6.398675918579101562e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.978650093078613281e+00,8.756657838821411133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.555855512619018555e+00,1.374567699432373047e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.455702209472656250e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.882609128952026367e+00,4.355847358703613281e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.091229081153869629e+00,1.021721267700195312e+01,1.003814601898193359e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.886303901672363281e+00,1.227566909790039062e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.680575942993164062e+01,5.455700874328613281e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.909103989601135254e+00,6.543831348419189453e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.711763858795166016e+00,7.280344486236572266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.058559417724609375e+00,1.272526931762695312e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.210990524291992188e+01,4.092921733856201172e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.538183212280273438e-01,5.762108802795410156e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.861266136169433594e+00,6.556495666503906250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.734273433685302734e+00,1.487339115142822266e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.206853485107421875e+01,8.875409364700317383e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.223966121673583984e-01,5.212868690490722656e+00
0.000000000000000000e+00,7.155461311340332031e+00,1.449209594726562500e+01,1.226016616821289062e+01,1.443726062774658203e+01,0.000000000000000000e+00,1.362727880477905273e-01,0.000000000000000000e+00,1.125645637512207031e+01,4.412597656250000000e+01,1.169149780273437500e+01,0.000000000000000000e+00,7.742680549621582031e+00,3.043926620483398438e+01,4.283082485198974609e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.388709545135498047e+00,0.000000000000000000e+00,4.197360038757324219e+00,0.000000000000000000e+00,4.388431310653686523e-01
