0,82;0,9;0,87;0,89;0,8;0,83
0,82;0,92;0,93;0,97;0,95;0,8
0,95;0,77;0,89;0,92;0,93;0,87
0,9;0,88;0,94;0,95;0,95;0,89
0,88;0,89;0,93;0,94;0,87;0,87
