91,35;98,97;79,11;99,95;98;99,61;91,61;98,73;92,77;80,47;99,78;90,62;89,64;87,72;93,61;86,28;99,82;97,61;77,76;96,99;94,22;94,79
;;;;;;;;;;;;;;;;;;;;;
Mean;92,70045455;;;;;;;;;;;;;;;;;;;;
Std.dev;6,883731323;;;;;;;;;;;;;;;;;;;;
