99,83;91,44;87,75;99,86;98,86;88,11;99,38;82,77;90,36;80,5;95,14;86,85;99,85;99,64;99,52;99,26;99,26;73,51
;;;;;;;;;;;;;;;;;
Mean;92,88277778;;;;;;;;;;;;;;;;
Std.dev;8,132888066;;;;;;;;;;;;;;;;
