2018-01-12 16:54:36


User: 1
FRR: 0.08642
FAR: 0.00420


User: 2
FRR: 0.08451
FAR: 0.02968


User: 3
FRR: 0.09639
FAR: 0.09705


User: 4
FRR: 0.11594
FAR: 0.07986


User: 5
FRR: 0.11940
FAR: 0.12898


User: 6
FRR: 0.15957
FAR: 0.02609


Mean: 
FRR: 0.11037
FAR: 0.06098


2018-01-15 16:20:09


User: 1
FRR: 0.13580
FAR: 0.13214


User: 2
FRR: 0.69014
FAR: 0.02815


User: 3
FRR: 0.07229
FAR: 0.07173


User: 4
FRR: 0.14493
FAR: 0.11699


User: 5
FRR: 0.10448
FAR: 0.02023


User: 6
FRR: 0.48967
FAR: 0.50000


Mean: 
FRR: 0.27288
FAR: 0.14487


2018-01-15 16:21:47


User: 1
FRR: 0.13580
FAR: 0.57053


User: 2
FRR: 0.64789
FAR: 0.44626


User: 3
FRR: 0.12048
FAR: 0.62605


User: 4
FRR: 0.13043
FAR: 0.51068


User: 5
FRR: 0.08955
FAR: 0.31614


User: 6
FRR: 0.05319
FAR: 0.04511


Mean: 
FRR: 0.19623
FAR: 0.41913


