0,98;0,97;0,96;0,98;0,97;0,95
0,99;0,99;0,99;1;0,99;0,96
0,99;0,96;0,99;0,99;0,99;0,99
0,99;0,99;0,99;0,99;0,5;0,96
0,98;0,98;0,98;0,99;0,99;0,98
