99,74;99,55;87,87;93,69;93,36;70,14;99,22;90,97;92,73;93,19;99,65;99,77;99,49;99,93;80,33;99,97;99,87
;;;;;;;;;;;;;;;;
Mean;94,08647059;;;;;;;;;;;;;;;
Std.dev;8,280966838;;;;;;;;;;;;;;;
