85,17;99,54;92,81;99,83;98,56;99,88;92,49;99,36;85,83;81,82;99,49;84,92;96,1;93,85;89,85;76,53;99,55;99,29;88,09;96,94;96,72;93,59
;;;;;;;;;;;;;;;;;;;;;
Mean;93,19136364;;;;;;;;;;;;;;;;;;;;
Std.dev;6,833133769;;;;;;;;;;;;;;;;;;;;
